Výsledky

Výpočtový krok 1

-----------------------------------------------------------------------------
Job: ATENA, Openning output file: 3.11.2010 15:31:27
-----------------------------------------------------------------------------
Output data for request: STRESS
Description: Stress
  Step: 1  Iteration: 2 at Time: 1
-----------------------------------------------------------------------------------------------
Group Elem.    IP   sigma_xx   sigma_yy     tau_xy 
Units                    MPa        MPa        MPa 
    4   618     4  1.7257154 -0.0004972  0.0001505 
    4   619     1  1.7284489  0.0005039 -0.0001080 
    4   619     2  1.7286543  0.0003144  0.0007780 
    4   619     3  1.7252719 -0.0004892  0.0001544 
    4   619     4  1.7255677 -0.0006485  0.0010259 
    4   620     1  1.7200678 -0.0005540  0.0002529 
    4   620     2  1.7231763  0.0004526 -0.0001069 
    4   620     3  1.7204753 -0.0007276  0.0011096 
    4   620     4  1.7235292  0.0002494  0.0007913 
    4   621     1  1.7218982 -0.0006440  0.0010948 
    4   621     2  1.7214022 -0.0004156  0.0004786 
    4   621     3  1.7241897  0.0001449  0.0007434 
    4   621     4  1.7238914  0.0004552  0.0000730 
    4   622     1  1.7192855  0.0002911  0.0007781 
    4   622     2  1.7163419 -0.0007566  0.0012869 
    4   622     3  1.7185289  0.0006154 -0.0000866 
    4   622     4  1.7157933 -0.0004602  0.0005572 
    4   623     1  1.7178598  0.0004634 -0.0001032 
    4   623     2  1.7183264  0.0002549  0.0008411 
    4   623     3  1.7145910 -0.0005993  0.0002820 
    4   623     4  1.7150365 -0.0008054  0.0012035 
    4   624     1  1.7204282  0.0004404  0.0005967 
    4   624     2  1.7201865 -0.0002277  0.0003812 
    4   624     3  1.7202637 -0.0002408  0.0007678 
    4   624     4  1.7201263 -0.0005621  0.0005631 
    4   625     1  1.7218329 -0.0005656  0.0003890 
    4   625     2  1.7246031  0.0003043  0.0001375 
    4   625     3  1.7225936 -0.0006645  0.0010842 
    4   625     4  1.7248122  0.0000773  0.0007808 
    4   626     1  1.7218145 -0.0005997  0.0007656 
    4   626     2  1.7225618 -0.0005876  0.0000248 
    4   626     3  1.7245871  0.0002404  0.0008984 
    4   626     4  1.7247921  0.0001171  0.0002363 
    4   627     1  1.7290966  0.0002558  0.0009208 
    4   627     2  1.7261338 -0.0006330  0.0009388 
    4   627     3  1.7291958  0.0003210  0.0000927 
    4   627     4  1.7263013 -0.0005452  0.0000602 
    4   628     1  1.7291228  0.0003092 -0.0000165 
    4   628     2  1.7292312  0.0002897  0.0008073 
    4   628     3  1.7261503 -0.0005850  0.0000471 
    4   628     4  1.7263333 -0.0005850  0.0009168 
    4   629     1  1.7308800 -0.0005424 -0.0000439 
    4   629     2  1.7340292  0.0004051 -0.0001129 
    4   629     3  1.7309570 -0.0006003  0.0008790 
    4   629     4  1.7340727  0.0003394  0.0007844 
    4   630     1  1.7308403 -0.0005966  0.0008794 
    4   630     2  1.7309182 -0.0005423 -0.0000509 
    4   630     3  1.7339750  0.0003442  0.0008532 
    4   630     4  1.7340292  0.0003905 -0.0000507 
    4   631     1  1.7288866  0.0003240  0.0001205 
    4   631     2  1.7287226  0.0004094  0.0010093 
    4   631     3  1.7259300 -0.0005774 -0.0000347 
    4   631     4  1.7256391 -0.0005276  0.0008678 
    4   632     1  1.7307049 -0.0005522 -0.0000735 
    4   632     2  1.7338445  0.0003915 -8.33e-006 
    4   632     3  1.7305588 -0.0005602  0.0008838 
    4   632     4  1.7337524  0.0003990  0.0009312 
    4   633     1  1.7301742 -0.0005348  0.0008853 
    4   633     2  1.7303611 -0.0005687 -0.0000941 
    4   633     3  1.7334332  0.0004485  0.0009864 
    4   633     4  1.7335634  0.0003982  0.0000124 
    4   634     1  1.7282526  0.0004410  0.0010741 
    4   634     2  1.7251221 -0.0005189  0.0008849 
    4   634     3  1.7284498  0.0003187  0.0001452 
    4   634     4  1.7254033 -0.0006153 -0.0000377 
    4   635     1  1.7200074 -0.0005953  0.0009798 
    4   635     2  1.7203950 -0.0006728  0.0000677 
    4   635     3  1.7230725  0.0003587  0.0012308 
    4   635     4  1.7234112  0.0002602  0.0002868 
    4   636     1  1.7179076  0.0003395  0.0013888 
    4   636     2  1.7147151 -0.0006536  0.0011340 
    4   636     3  1.7183322  0.0002475  0.0004099 
    4   636     4  1.7151069 -0.0007531  0.0001648 
    4   637     1  1.7193325  0.0003129  0.0004163 
    4   637     2  1.7186074  0.0005130  0.0013800 
    4   637     3  1.7162908 -0.0006921  0.0000249 
    4   637     4  1.7157878 -0.0004891  0.0008476 
    4   638     1  1.7218304 -0.0005855  0.0000249 
    4   638     2  1.7241361  0.0001637  0.0002912 
    4   638     3  1.7213486 -0.0004322  0.0007066 
    4   638     4  1.7238454  0.0003878  0.0010158 
    4   639     1  1.7175093  0.0002241  0.0004320 
    4   639     2  1.7172499  0.0003694  0.0014312 
    4   639     3  1.7142832 -0.0007749  0.0001953 
    4   639     4  1.7140058 -0.0006358  0.0011902 
    4   640     1  1.7195255 -0.0007202  0.0001000 
    4   640     2  1.7227406  0.0002682  0.0003073 
    4   640     3  1.7192771 -0.0006005  0.0010958 
    4   640     4  1.7225231  0.0003988  0.0013116 
    4   641     1  1.7186937 -0.0005970  0.0011558 
    4   641     2  1.7189151 -0.0007294  0.0001324 
    4   641     3  1.7219989  0.0004185  0.0013653 
    4   641     4  1.7221923  0.0002769  0.0003376 
    4   642     1  1.7166622  0.0003949  0.0014805 
    4   642     2  1.7133850 -0.0006215  0.0012355 
    4   642     3  1.7168863  0.0002219  0.0004660 
    4   642     4  1.7136300 -0.0007879  0.0002232 
    4   643     1  1.7273947  0.0004541  0.0012369 
    4   643     2  1.7240296 -0.0005721  0.0010603 
    4   643     3  1.7275403  0.0003323  0.0002008 
    4   643     4  1.7242112 -0.0006827  0.0000277 
    4   644     1  1.7279735  0.0003224  0.0001695 
    4   644     2  1.7278139  0.0004435  0.0011710 
    4   644     3  1.7247322 -0.0006673 -6.66e-006 
    4   644     4  1.7245349 -0.0005585  0.0009878 
    4   645     1  1.7299489 -0.0006099 -0.0000958 
    4   645     2  1.7332258  0.0003822  0.0000325 
    4   645     3  1.7298021 -0.0005304  0.0009182 
    4   645     4  1.7331216  0.0004743  0.0010456 
    4   646     1  1.7294103 -0.0005462  0.0009720 
    4   646     2  1.7295467 -0.0006277 -0.0000734 
    4   646     3  1.7327950  0.0004783  0.0011032 
    4   646     4  1.7329002  0.0003873  0.0000565 
    4   647     1  1.7271310  0.0003282  0.0002256 
    4   647     2  1.7270393  0.0004829  0.0012971 
    4   647     3  1.7237269 -0.0007102  0.0000466 
    4   647     4  1.7236155 -0.0005618  0.0011154 
    4   648     1  1.7291601 -0.0006543 -0.0000586 
    4   648     2  1.7325755  0.0003804  0.0000793 
    4   648     3  1.7290693 -0.0005434  0.0010200 
    4   648     4  1.7325090  0.0004986  0.0011585 
    4   649     1  1.7287496 -0.0005452  0.0010654 
    4   649     2  1.7288266 -0.0006633 -0.0000373 
    4   649     3  1.7322277  0.0005085  0.0012059 
    4   649     4  1.7322857  0.0003846  0.0001020 
    4   650     1  1.7267051  0.0004929  0.0013497 
    4   650     2  1.7232411 -0.0005635  0.0011689 
    4   650     3  1.7267816  0.0003307  0.0002541 
    4   650     4  1.7233389 -0.0007191  0.0000752 
    4   651     1  1.7177869 -0.0005830  0.0012677 
    4   651     2  1.7179094 -0.0007753  0.0001849 
    4   651     3  1.7211960  0.0004653  0.0014858 
    4   651     4  1.7212946  0.0002655  0.0004002 
    4   652     1  1.7157404  0.0004360  0.0016165 
    4   652     2  1.7123630 -0.0006134  0.0013591 
    4   652     3  1.7158628  0.0001983  0.0005429 
    4   652     4  1.7125055 -0.0008443  0.0002889 
    4   653     1  1.7163291  0.0002026  0.0005008 
    4   653     2  1.7161922  0.0004313  0.0015505 
    4   653     3  1.7130164 -0.0008271  0.0002467 
    4   653     4  1.7128535 -0.0006068  0.0012931 
    4   654     1  1.7183558 -0.0007632  0.0001515 
    4   654     2  1.7217014  0.0002654  0.0003652 
    4   654     3  1.7182193 -0.0005826  0.0012123 
    4   654     4  1.7215880  0.0004533  0.0014285 
    4   655     1  1.7154284  0.0001886  0.0005859 
    4   655     2  1.7153668  0.0004553  0.0016908 
    4   655     3  1.7120148 -0.0008710  0.0003298 
    4   655     4  1.7119341 -0.0006108  0.0014311 
    4   656     1  1.7174788 -0.0008003  0.0002154 
    4   656     2  1.7209173  0.0002571  0.0004350 
    4   656     3  1.7174155 -0.0005784  0.0013269 
    4   656     4  1.7208714  0.0004845  0.0015485 
    4   657     1  1.7170643 -0.0005805  0.0013864 
    4   657     2  1.7171212 -0.0008065  0.0002551 
    4   657     3  1.7205460  0.0004898  0.0016071 
    4   657     4  1.7205889  0.0002592  0.0004738 
    4   658     1  1.7150043  0.0004583  0.0017570 
    4   658     2  1.7115423 -0.0006154  0.0015006 
    4   658     3  1.7150566  0.0001887  0.0006316 
    4   658     4  1.7116075 -0.0008807  0.0003774 
    4   659     1  1.7261248  0.0005133  0.0014527 
    4   659     2  1.7226062 -0.0005594  0.0012714 
    4   659     3  1.7261594  0.0003283  0.0003117 
    4   659     4  1.7226552 -0.0007398  0.0001323 
    4   660     1  1.7264527  0.0003257  0.0002815 
    4   660     2  1.7264123  0.0005098  0.0014025 
    4   660     3  1.7229687 -0.0007370  0.0000995 
    4   660     4  1.7229178 -0.0005563  0.0012188 
    4   661     1  1.7285105 -0.0006800 -0.0000193 
    4   661     2  1.7320062  0.0003796  0.0001250 
    4   661     3  1.7284649 -0.0005412  0.0011078 
    4   661     4  1.7319762  0.0005231  0.0012525 
    4   662     1  1.7281883 -0.0005426  0.0011511 
    4   662     2  1.7282271 -0.0006845  4.46e-006 
    4   662     3  1.7317237  0.0005289  0.0012963 
    4   662     4  1.7317497  0.0003831  0.0001488 
    4   663     1  1.7258687  0.0003292  0.0003441 
    4   663     2  1.7258470  0.0005190  0.0015011 
    4   663     3  1.7223388 -0.0007464  0.0001659 
    4   663     4  1.7223103 -0.0005587  0.0013214 
    4   664     1  1.7279477 -0.0006930  0.0000284 
    4   664     2  1.7314929  0.0003818  0.0001757 
    4   664     3  1.7279200 -0.0005423  0.0011912 
    4   664     4  1.7314766  0.0005358  0.0013384 
    4   665     1  1.7276415 -0.0005436  0.0012321 
    4   665     2  1.7276716 -0.0006944  0.0000552 
    4   665     3  1.7312137  0.0005393  0.0013804 
    4   665     4  1.7312348  0.0003858  0.0002035 
    4   666     1  1.7255598  0.0005190  0.0015488 
    4   666     2  1.7220102 -0.0005620  0.0013725 
    4   666     3  1.7255848  0.0003334  0.0003779 
    4   666     4  1.7220435 -0.0007449  0.0002027 
    4   667     1  1.7164117 -0.0005807  0.0015030 
    4   667     2  1.7164422 -0.0008176  0.0003405 
    4   667     3  1.7199366  0.0005020  0.0017226 
    4   667     4  1.7199582  0.0002621  0.0005581 
    4   668     1  1.7143394  0.0004677  0.0018878 
    4   668     2  1.7108342 -0.0006172  0.0016367 
    4   668     3  1.7143630  0.0001887  0.0007295 
    4   668     4  1.7108668 -0.0008930  0.0004802 
    4   669     1  1.7146972  0.0001870  0.0006802 
    4   669     2  1.7146727  0.0004689  0.0018234 
    4   669     3  1.7112179 -0.0008909  0.0004270 
    4   669     4  1.7111829 -0.0006128  0.0015675 
    4   670     1  1.7167684 -0.0008191  0.0002958 
    4   670     2  1.7202659  0.0002557  0.0005160 
    4   670     3  1.7167381 -0.0005809  0.0014443 
    4   670     4  1.7202479  0.0004978  0.0016654 
    4   671     1  1.7140207  0.0001968  0.0007851 
    4   671     2  1.7139933  0.0004658  0.0019470 
    4   671     3  1.7105121 -0.0008867  0.0005429 
    4   671     4  1.7104792 -0.0006200  0.0017017 
    4   672     1  1.7161110 -0.0008168  0.0003930 
    4   672     2  1.7196390  0.0002659  0.0006082 
    4   672     3  1.7160762 -0.0005864  0.0015582 
    4   672     4  1.7196120  0.0004986  0.0017741 
    4   673     1  1.7157222 -0.0005871  0.0016180 
    4   673     2  1.7157630 -0.0008114  0.0004432 
    4   673     3  1.7192634  0.0004988  0.0018311 
    4   673     4  1.7192997  0.0002731  0.0006553 
    4   674     1  1.7136359  0.0004574  0.0020114 
    4   674     2  1.7101156 -0.0006284  0.0017733 
    4   674     3  1.7136696  0.0001980  0.0008431 
    4   674     4  1.7101568 -0.0008854  0.0006059 
    4   675     1  1.7252853  0.0003379  0.0004183 
    4   675     2  1.7252497  0.0005164  0.0015927 
    4   675     3  1.7217333 -0.0007433  0.0002442 
    4   675     4  1.7216931 -0.0005662  0.0014186 
    4   676     1  1.7273831 -0.0006955  0.0000855 
    4   676     2  1.7309594  0.0003889  0.0002362 
    4   676     3  1.7273420 -0.0005474  0.0012687 
    4   676     4  1.7309264  0.0005393  0.0014183 
    4   677     1  1.7270135 -0.0005494  0.0013053 
    4   677     2  1.7270677 -0.0006983  0.0001136 
    4   677     3  1.7306052  0.0005401  0.0014594 
    4   677     4  1.7306540  0.0003899  0.0002698 
    4   678     1  1.7249102  0.0005165  0.0016389 
    4   678     2  1.7213506 -0.0005666  0.0014665 
    4   678     3  1.7249595  0.0003455  0.0004554 
    4   678     4  1.7214020 -0.0007369  0.0002838 
    4   679     1  1.7132909  0.0002135  0.0009099 
    4   679     2  1.7132301  0.0004479  0.0020675 
    4   679     3  1.7097795 -0.0008668  0.0006834 
    4   679     4  1.7097150 -0.0006343  0.0018374 
    4   680     1  1.7153975 -0.0008000  0.0005079 
    4   680     2  1.7189311  0.0002823  0.0007150 
    4   680     3  1.7153301 -0.0005953  0.0016690 
    4   680     4  1.7188672  0.0004883  0.0018769 
    4   681     1  1.7149161 -0.0005975  0.0017299 
    4   681     2  1.7149817 -0.0007944  0.0005653 
    4   681     3  1.7184539  0.0004850  0.0019319 
    4   681     4  1.7185197  0.0002873  0.0007635 
    4   682     1  1.7128192  0.0004370  0.0021343 
    4   682     2  1.7092925 -0.0006465  0.0019134 
    4   682     3  1.7128815  0.0002141  0.0009744 
    4   682     4  1.7093693 -0.0008645  0.0007559 
    4   683     1  1.7246007  0.0003508  0.0005036 
    4   683     2  1.7245199  0.0005038  0.0016759 
    4   683     3  1.7210454 -0.0007306  0.0003333 
    4   683     4  1.7209655 -0.0005771  0.0015070 
    4   684     1  1.7267205 -0.0006978  0.0001488 
    4   684     2  1.7303084  0.0003921  0.0003130 
    4   684     3  1.7266352 -0.0005555  0.0013340 
    4   684     4  1.7302245  0.0005343  0.0014942 
    4   685     1  1.7262082 -0.0005549  0.0013608 
    4   685     2  1.7263181 -0.0007020  0.0001810 
    4   685     3  1.7297746  0.0005301  0.0015327 
    4   685     4  1.7298968  0.0003875  0.0003589 
    4   686     1  1.7240869  0.0005000  0.0017163 
    4   686     2  1.7205495 -0.0005756  0.0015485 
    4   686     3  1.7241877  0.0003564  0.0005428 
    4   686     4  1.7206354 -0.0007234  0.0003762 
    4   687     1  1.7124604  0.0002267  0.0010341 
    4   687     2  1.7123871  0.0004271  0.0021878 
    4   687     3  1.7089228 -0.0008554  0.0008346 
    4   687     4  1.7088172 -0.0006666  0.0019770 
    4   688     1  1.7145634 -0.0007882  0.0006457 
    4   688     2  1.7180971  0.0002878  0.0008198 
    4   688     3  1.7144950 -0.0006149  0.0017846 
    4   688     4  1.7180287  0.0004629  0.0019696 
    4   689     1  1.7142044 -0.0006317  0.0018757 
    4   689     2  1.7141617 -0.0007952  0.0007496 
    4   689     3  1.7177450  0.0004403  0.0020133 
    4   689     4  1.7176961  0.0002692  0.0008439 
    4   690     1  1.7121123  0.0004277  0.0022436 
    4   690     2  1.7083232 -0.0007267  0.0020527 
    4   690     3  1.7120985  0.0002197  0.0010336 
    4   690     4  1.7084265 -0.0008961  0.0008664 
    4   691     1  1.7237347  0.0003574  0.0005925 
    4   691     2  1.7235981  0.0004714  0.0017392 
    4   691     3  1.7202093 -0.0007121  0.0004403 
    4   691     4  1.7201136 -0.0005863  0.0015842 
    4   692     1  1.7258745 -0.0006991  0.0002264 
    4   692     2  1.7294090  0.0003809  0.0004250 
    4   692     3  1.7257171 -0.0005577  0.0013769 
    4   692     4  1.7292108  0.0005081  0.0015618 
    4   693     1  1.7251740 -0.0005350  0.0013738 
    4   693     2  1.7253646 -0.0007132  0.0002702 
    4   693     3  1.7284653  0.0004787  0.0015921 
    4   693     4  1.7287794  0.0003436  0.0005206 
    4   694     1  1.7231053  0.0004374  0.0017492 
    4   694     2  1.7197677 -0.0005711  0.0016307 
    4   694     3  1.7232436  0.0003702  0.0006238 
    4   694     4  1.7197781 -0.0006750  0.0005210 
    4   695     1  1.7119714  0.0003713  0.0009584 
    4   695     2  1.7121391  0.0004826  0.0022774 
    4   695     3  1.7079506 -0.0008377  0.0008738 
    4   695     4  1.7078175 -0.0008177  0.0021668 
    4   696     1  1.7140589 -0.0007107  0.0008914 
    4   696     2  1.7175931  0.0003580  0.0007350 
    4   696     3  1.7143170 -0.0007083  0.0019987 
    4   696     4  1.7180889  0.0004250  0.0019385 
    4   697     1  1.7150785 -0.0009618  0.0022038 
    4   697     2  1.7146316 -0.0006097  0.0007786 
    4   697     3  1.7202770  0.0006683  0.0017598 
    4   697     4  1.7188197  0.0006921  0.0004550 
    4   698     1  1.7121795  0.0005943  0.0024991 
    4   698     2  1.7073632 -0.0008590  0.0023513 
    4   698     3  1.7120158  0.0003657  0.0010395 
    4   698     4  1.7074892 -0.0010013  0.0008910 
    4   699     1  1.7237915  0.0001496  0.0012831 
    4   699     2  1.7226602 -0.0006360  0.0017953 
    4   699     3  1.7231040  0.0005441  0.0013493 
    4   699     4  1.7224588 -0.0001370  0.0017069 
    4   700     1  1.7226411  0.0002611  0.0006306 
    4   700     2  1.7226266  0.0003205  0.0016889 
    4   700     3  1.7195466 -0.0006552  0.0008066 
    4   700     4  1.7198976 -0.0004976  0.0016774 
    4   701     1  1.7250681 -0.0004707  0.0003720 
    4   701     2  1.7277746  0.0004043  0.0007948 
    4   701     3  1.7247135 -0.0004099  0.0013148 
    4   701     4  1.7271539  0.0003508  0.0015351 
    4   702     1  1.7150764 -0.0011271  0.0005258 
    4   702     2  1.7207953  0.0005950  0.0006697 
    4   702     3  1.7150439 -0.0009994  0.0023941 
    4   702     4  1.7205179  0.0006352  0.0023462 
    4   703     1  1.7142482 -0.0008639  0.0021864 
    4   703     2  1.7144690 -0.0010052  0.0005611 
    4   703     3  1.7193932  0.0006982  0.0024206 
    4   703     4  1.7196488  0.0005671  0.0007941 
    4   704     1  1.7111905  0.0006749  0.0027546 
    4   704     2  1.7060334 -0.0008933  0.0025122 
    4   704     3  1.7113822  0.0004648  0.0011516 
    4   704     4  1.7062464 -0.0011000  0.0008913 
    4   705     1  1.7117529  0.0004603  0.0009839 
    4   705     2  1.7117354  0.0005199  0.0025180 
    4   705     3  1.7068979 -0.0010007  0.0008493 
    4   705     4  1.7066794 -0.0010008  0.0023964 
    4   706     1  1.7017963 -0.0010868  0.0010481 
    4   706     2  1.7055545  0.0001152  0.0014373 
    4   706     3  1.7013040 -0.0008160  0.0022157 
    4   706     4  1.7053494  0.0004730  0.0026207 
    4   707     1  1.6997761 -0.0009143  0.0024139 
    4   707     2  1.7003140 -0.0011215  0.0010525 
    4   707     3  1.7044549  0.0005599  0.0028459 
    4   707     4  1.7047188  0.0002624  0.0014443 
    4   708     1  1.6966916  0.0005365  0.0030754 
