.4086966405e-2, .2859472570e-3
.8173932810e-2, .2935641717e-3
.1226089922e-1, .2989057315e-3
.1634786562e-1, .3043515151e-3
.2452179844e-1, .3155938844e-3
.3269573125e-1, .3260403173e-3
.4904359688e-1, .3525506009e-3
.6539146250e-1, .3796514049e-3
.9808719375e-1, .4410989106e-3
.1307829250, .5137095202e-3
.1876796869, .6729896842e-3
.2445764488, .8858126220e-3
.3725491675, .1654347608e-2
.5013701725, .3073882499e-2
.6295789138, .5544868674e-2
.7484448288, .9272303788e-2
.8715235988, .1520980221e-1
.9988118388, .2434553253e-1
1.125691864, .3732935969e-1
1.256203565, .5557332988e-1
1.371158342, .7629686847e-1
1.500570195, .1051703354
1.630513425, .1399785400
1.755737805, .1784316483
1.812595672, .1971935123
1.869453539, .2165800451
1.937063042, .2402209115
2.004672545, .2642116286
2.061946662, .2845616943
2.119220780, .3047089383
2.185844194, .3275953518
2.252467609, .3495543338
2.311440620, .3679387077
2.370413630, .3850920806
2.499819109, .4173806962
2.623043726, .4398988539
2.687329707, .4480479815
2.751615688, .4535916569
2.781132987, .4552496378
2.810650286, .4563467218
2.840167585, .4568839658
2.869684884, .4568645345
2.901523278, .4562255761
2.933361673, .4549542324
2.965200068, .4530622785
2.997038462, .4505639763
3.063180750, .4435104022
3.129323039, .4340923501
3.244477151, .4127009240
3.368846748, .3837859230
3.497332710, .3494408035
3.623031158, .3133312384
3.744650869, .2776608856
3.879688822, .2388354767
4.001026430, .2057787065
4.130580225, .1732449958
4.247975219, .1466671668
4.376318955, .1209870437
4.497080409, .1000483599
4.623310924, .8135265030e-1
4.746724325, .6597995712e-1
4.875926719, .5263499095e-1
5.000363980, .4210068125e-1
5.127619052, .3333649439e-1
5.253820389, .2633174112e-1
5.369786310, .2112878661e-1
5.502696342, .1635971924e-1
5.621572660, .1297743196e-1
5.748319609, .1011164020e-1
5.869632611, .7945778171e-2
6., .6119312156e-2
