1.32312	0.00360
1.43517	0.00719
1.46573	0.01079
1.48004	0.01439
1.65373	0.01799
1.71203	0.02158
1.74997	0.02518
1.75366	0.02878
1.77170	0.03237
1.77951	0.03597
1.78128	0.03957
1.83127	0.04317
1.88905	0.04676
1.89349	0.05036
1.90360	0.05396
1.91640	0.05755
1.91783	0.06115
1.97122	0.06475
2.00883	0.06835
2.00949	0.07194
2.01522	0.07554
2.03457	0.07914
2.04675	0.08273
2.11838	0.08633
2.13090	0.08993
2.14159	0.09353
2.17855	0.09712
2.19155	0.10072
2.21517	0.10432
2.28001	0.10791
2.29175	0.11151
2.31749	0.11511
2.34474	0.11871
2.34928	0.12230
2.38076	0.12590
2.40629	0.12950
2.40772	0.13309
2.41105	0.13669
2.41305	0.14029
2.41666	0.14388
2.41991	0.14748
2.43309	0.15108
2.43748	0.15468
2.44228	0.15827
2.44658	0.16187
2.45230	0.16547
2.45613	0.16906
2.45723	0.17266
2.46648	0.17626
2.46680	0.17986
2.47649	0.18345
2.48519	0.18705
2.51405	0.19065
2.51523	0.19424
2.52526	0.19784
2.53067	0.20144
2.55720	0.20504
2.55800	0.20863
2.56107	0.21223
2.56553	0.21583
2.56553	0.21942
2.56781	0.22302
2.56890	0.22662
2.58282	0.23022
2.59711	0.23381
2.59781	0.23741
2.60527	0.24101
2.60941	0.24460
2.60941	0.24820
2.61528	0.25180
2.63632	0.25540
2.63653	0.25899
2.65797	0.26259
2.67842	0.26619
2.70991	0.26978
2.71234	0.27338
2.71293	0.27698
2.72152	0.28058
2.72815	0.28417
2.75024	0.28777
2.75692	0.29137
2.76125	0.29496
2.76276	0.29856
2.76940	0.30216
2.78334	0.30576
2.79094	0.30935
2.79673	0.31295
2.80034	0.31655
2.80034	0.32014
2.81387	0.32374
2.81428	0.32734
2.81533	0.33094
2.82054	0.33453
2.82054	0.33813
2.82270	0.34173
2.82402	0.34532
2.82406	0.34892
2.82483	0.35252
2.82686	0.35612
2.84015	0.35971
2.84415	0.36331
2.84993	0.36691
2.85279	0.37050
2.86000	0.37410
2.86650	0.37770
2.86765	0.38129
2.87227	0.38489
2.87385	0.38849
2.90361	0.39209
2.90543	0.39568
2.91949	0.39928
2.92598	0.40288
2.92622	0.40647
2.92710	0.41007
2.93577	0.41367
2.93662	0.41727
2.94855	0.42086
2.95082	0.42446
2.95877	0.42806
2.96629	0.43165
2.97222	0.43525
2.97950	0.43885
2.98000	0.44245
2.98592	0.44604
3.00367	0.44964
3.01022	0.45324
3.01548	0.45683
3.01682	0.46043
3.02724	0.46403
3.03129	0.46763
3.03356	0.47122
3.03377	0.47482
3.03472	0.47842
3.04277	0.48201
3.04364	0.48561
3.05290	0.48921
3.05721	0.49281
3.07031	0.49640
3.08760	0.50000
3.09209	0.50360
3.09457	0.50719
3.09620	0.51079
3.10348	0.51439
3.10763	0.51799
3.10847	0.52158
3.11218	0.52518
3.12000	0.52878
3.15442	0.53237
3.15919	0.53597
3.16277	0.53957
3.16665	0.54317
3.18179	0.54676
3.18219	0.55036
3.19007	0.55396
3.19381	0.55755
3.19680	0.56115
3.19751	0.56475
3.21251	0.56835
3.21757	0.57194
3.22284	0.57554
3.23185	0.57914
3.23810	0.58273
3.24539	0.58633
3.24828	0.58993
3.25649	0.59353
3.25886	0.59712
3.26517	0.60072
3.26894	0.60432
3.27860	0.60791
3.30868	0.61151
3.31040	0.61511
3.31938	0.61871
3.32827	0.62230
3.33089	0.62590
3.34182	0.62950
3.34390	0.63309
3.35312	0.63669
3.35536	0.64029
3.35880	0.64388
3.36269	0.64748
3.38397	0.65108
3.39021	0.65468
3.41686	0.65827
3.42282	0.66187
3.42450	0.66547
3.43311	0.66906
3.43440	0.67266
3.44101	0.67626
3.46311	0.67986
3.48108	0.68345
3.49319	0.68705
3.49804	0.69065
3.50053	0.69424
3.50527	0.69784
3.52696	0.70144
3.52838	0.70504
3.52916	0.70863
3.53353	0.71223
3.53683	0.71583
3.54984	0.71942
3.55000	0.72302
3.56682	0.72662
3.57281	0.73022
3.57569	0.73381
3.58945	0.73741
3.59116	0.74101
3.61327	0.74460
3.61997	0.74820
3.63056	0.75180
3.63523	0.75540
3.64063	0.75899
3.67331	0.76259
3.67381	0.76619
3.70721	0.76978
3.71800	0.77338
3.71966	0.77698
3.76619	0.78058
3.76906	0.78417
3.79210	0.78777
3.80261	0.79137
3.81360	0.79496
3.82356	0.79856
3.84405	0.80216
3.85992	0.80576
3.87480	0.80935
3.87954	0.81295
3.88416	0.81655
3.88497	0.82014
3.91159	0.82374
3.95286	0.82734
3.98139	0.83094
4.02437	0.83453
4.02482	0.83813
4.04762	0.84173
4.05000	0.84532
4.07395	0.84892
4.07395	0.85252
4.08200	0.85612
4.12591	0.85971
4.12711	0.86331
4.13975	0.86691
4.20757	0.87050
4.24976	0.87410
4.25861	0.87770
4.26047	0.88129
4.26805	0.88489
4.36212	0.88849
4.37177	0.89209
4.38402	0.89568
4.39736	0.89928
4.40384	0.90288
4.42681	0.90647
4.48157	0.91007
4.51735	0.91367
4.57036	0.91727
4.58808	0.92086
4.61572	0.92446
4.71799	0.92806
4.79069	0.93165
4.79485	0.93525
4.89882	0.93885
4.92032	0.94245
4.95372	0.94604
5.00534	0.94964
5.02374	0.95324
5.13016	0.95683
5.34380	0.96043
5.38974	0.96403
5.42696	0.96763
5.49694	0.97122
5.51596	0.97482
5.58745	0.97842
5.65021	0.98201
5.67000	0.98561
5.67812	0.98921
5.90476	0.99281
6.56000	0.99640
