48;-2.5420e-02;;3.0610e+00;3.0360e+00;;48;-2.5420e-02;;3.0610e+00;3.0360e+00;;48;-2.5420e-02;;3.0610e+00;3.0360e+00;;
49;-2.5930e-02;;3.0870e+00;3.0620e+00;;49;-2.5930e-02;;3.0870e+00;3.0620e+00;;49;-2.5930e-02;;3.0870e+00;3.0620e+00;;
50;-2.6450e-02;;3.1140e+00;3.0880e+00;;50;-2.6450e-02;;3.1140e+00;3.0880e+00;;50;-2.6450e-02;;3.1140e+00;3.0880e+00;;
51;-2.6980e-02;;3.1410e+00;3.1140e+00;;51;-2.6980e-02;;3.1410e+00;3.1140e+00;;51;-2.6980e-02;;3.1410e+00;3.1140e+00;;
52;-2.7530e-02;;3.1680e+00;3.1400e+00;;52;-2.7530e-02;;3.1680e+00;3.1400e+00;;52;-2.7530e-02;;3.1680e+00;3.1400e+00;;
53;-2.8100e-02;;3.1940e+00;3.1660e+00;;53;-2.8100e-02;;3.1940e+00;3.1660e+00;;53;-2.8100e-02;;3.1940e+00;3.1660e+00;;
54;-2.9770e-02;;3.2210e+00;3.1920e+00;;54;-2.9770e-02;;3.2210e+00;3.1920e+00;;54;-2.9770e-02;;3.2210e+00;3.1920e+00;;
55;-3.0730e-02;;3.2470e+00;3.2180e+00;;55;-3.0730e-02;;3.2470e+00;3.2180e+00;;55;-3.0730e-02;;3.2470e+00;3.2180e+00;;
56;-3.1440e-02;;3.2740e+00;3.2440e+00;;56;-3.1440e-02;;3.2740e+00;3.2440e+00;;56;-3.1440e-02;;3.2740e+00;3.2440e+00;;
57;-3.2100e-02;;3.3000e+00;3.2710e+00;;57;-3.2100e-02;;3.3000e+00;3.2710e+00;;57;-3.2100e-02;;3.3000e+00;3.2710e+00;;
58;-3.3300e-02;;3.3270e+00;3.2970e+00;;58;-3.3300e-02;;3.3270e+00;3.2970e+00;;58;-3.3300e-02;;3.3270e+00;3.2970e+00;;
59;-3.4080e-02;;3.3540e+00;3.3230e+00;;59;-3.4080e-02;;3.3540e+00;3.3230e+00;;59;-3.4080e-02;;3.3540e+00;3.3230e+00;;
60;-3.5280e-02;;3.3800e+00;3.3490e+00;;60;-3.5280e-02;;3.3800e+00;3.3490e+00;;60;-3.5280e-02;;3.3800e+00;3.3490e+00;;
61;-3.6020e-02;;3.4070e+00;3.3750e+00;;61;-3.6020e-02;;3.4070e+00;3.3750e+00;;61;-3.6020e-02;;3.4070e+00;3.3750e+00;;
62;-3.6830e-02;;3.4340e+00;3.4010e+00;;62;-3.6830e-02;;3.4340e+00;3.4010e+00;;62;-3.6830e-02;;3.4340e+00;3.4010e+00;;
63;-3.8760e-02;;3.4600e+00;3.4270e+00;;63;-3.8760e-02;;3.4600e+00;3.4270e+00;;63;-3.8760e-02;;3.4600e+00;3.4270e+00;;
64;-4.0290e-02;;3.4850e+00;3.4520e+00;;64;-4.0290e-02;;3.4850e+00;3.4520e+00;;64;-4.0290e-02;;3.4850e+00;3.4520e+00;;
65;-4.2040e-02;;3.5110e+00;3.4770e+00;;65;-4.2040e-02;;3.5110e+00;3.4770e+00;;65;-4.2040e-02;;3.5110e+00;3.4770e+00;;
66;-4.3910e-02;;3.5360e+00;3.5010e+00;;66;-4.3910e-02;;3.5360e+00;3.5010e+00;;66;-4.3910e-02;;3.5360e+00;3.5010e+00;;
67;-4.4890e-02;;3.5620e+00;3.5270e+00;;67;-4.4890e-02;;3.5620e+00;3.5270e+00;;67;-4.4890e-02;;3.5620e+00;3.5270e+00;;
68;-4.7900e-02;;3.5870e+00;3.5520e+00;;68;-4.7900e-02;;3.5870e+00;3.5520e+00;;68;-4.7900e-02;;3.5870e+00;3.5520e+00;;
69;-5.0190e-02;;3.6060e+00;3.5690e+00;;69;-5.0190e-02;;3.6060e+00;3.5690e+00;;69;-5.0190e-02;;3.6060e+00;3.5690e+00;;
70;-5.2320e-02;;3.6240e+00;3.5870e+00;;70;-5.2320e-02;;3.6240e+00;3.5870e+00;;70;-5.2320e-02;;3.6240e+00;3.5870e+00;;
71;-5.3570e-02;;3.6500e+00;3.6120e+00;;71;-5.3570e-02;;3.6500e+00;3.6120e+00;;71;-5.3570e-02;;3.6500e+00;3.6120e+00;;
72;-5.6890e-02;;3.6730e+00;3.6350e+00;;72;-5.6890e-02;;3.6730e+00;3.6350e+00;;72;-5.6890e-02;;3.6730e+00;3.6350e+00;;
73;-5.8640e-02;;3.6940e+00;3.6560e+00;;73;-5.8640e-02;;3.6940e+00;3.6560e+00;;73;-5.8640e-02;;3.6940e+00;3.6560e+00;;
74;-6.0790e-02;;3.7180e+00;3.6790e+00;;74;-6.0790e-02;;3.7180e+00;3.6790e+00;;74;-6.0790e-02;;3.7180e+00;3.6790e+00;;
75;-6.2250e-02;;3.7440e+00;3.7050e+00;;75;-6.2250e-02;;3.7440e+00;3.7050e+00;;75;-6.2250e-02;;3.7440e+00;3.7050e+00;;
76;-6.5580e-02;;3.7660e+00;3.7260e+00;;76;-6.5580e-02;;3.7660e+00;3.7260e+00;;76;-6.5580e-02;;3.7660e+00;3.7260e+00;;
77;-6.7400e-02;;3.7860e+00;3.7460e+00;;77;-6.7400e-02;;3.7860e+00;3.7460e+00;;77;-6.7400e-02;;3.7860e+00;3.7460e+00;;
78;-6.9280e-02;;3.8100e+00;3.7700e+00;;78;-6.9280e-02;;3.8100e+00;3.7700e+00;;78;-6.9280e-02;;3.8100e+00;3.7700e+00;;
79;-7.1870e-02;;3.8320e+00;3.7920e+00;;79;-7.1870e-02;;3.8320e+00;3.7920e+00;;79;-7.1870e-02;;3.8320e+00;3.7920e+00;;
80;-7.4030e-02;;3.8530e+00;3.8120e+00;;80;-7.4030e-02;;3.8530e+00;3.8120e+00;;80;-7.4030e-02;;3.8530e+00;3.8120e+00;;
81;-7.6280e-02;;3.8750e+00;3.8340e+00;;81;-7.6280e-02;;3.8750e+00;3.8340e+00;;81;-7.6280e-02;;3.8750e+00;3.8340e+00;;
82;-7.9100e-02;;3.8910e+00;3.8490e+00;;82;-7.9100e-02;;3.8910e+00;3.8490e+00;;82;-7.9100e-02;;3.8910e+00;3.8490e+00;;
83;-8.1070e-02;;3.9140e+00;3.8710e+00;;83;-8.1070e-02;;3.9140e+00;3.8710e+00;;83;-8.1070e-02;;3.9140e+00;3.8710e+00;;
84;-8.4020e-02;;3.9350e+00;3.8910e+00;;84;-8.4020e-02;;3.9350e+00;3.8910e+00;;84;-8.4020e-02;;3.9350e+00;3.8910e+00;;
85;-8.6960e-02;;3.9410e+00;3.8980e+00;;85;-8.6960e-02;;3.9410e+00;3.8980e+00;;85;-8.6960e-02;;3.9410e+00;3.8980e+00;;
86;-8.9110e-02;;3.9520e+00;3.9090e+00;;86;-8.9110e-02;;3.9520e+00;3.9090e+00;;86;-8.9110e-02;;3.9520e+00;3.9090e+00;;
87;-9.1770e-02;;3.9620e+00;3.9190e+00;;87;-9.1770e-02;;3.9620e+00;3.9190e+00;;87;-9.1770e-02;;3.9620e+00;3.9190e+00;;
88;-9.4230e-02;;3.9860e+00;3.9390e+00;;88;-9.4230e-02;;3.9860e+00;3.9390e+00;;88;-9.4230e-02;;3.9860e+00;3.9390e+00;;
89;-9.7480e-02;;3.9880e+00;3.9440e+00;;89;-9.7480e-02;;3.9880e+00;3.9440e+00;;89;-9.7480e-02;;3.9880e+00;3.9440e+00;;
90;-1.0000e-01;;4.0130e+00;3.9640e+00;;90;-1.0000e-01;;4.0130e+00;3.9640e+00;;90;-1.0000e-01;;4.0130e+00;3.9640e+00;;
91;-1.0330e-01;;4.0050e+00;3.9610e+00;;;;;;;;91;-1.0330e-01;;4.0050e+00;3.9610e+00;;
92;-1.0580e-01;;4.0300e+00;3.9800e+00;;;;;;;;92;-1.0580e-01;;4.0300e+00;3.9800e+00;;
93;-1.0900e-01;;4.0230e+00;3.9780e+00;;;;;;;;93;-1.0900e-01;;4.0230e+00;3.9780e+00;;
94;-1.1050e-01;;4.0280e+00;3.9830e+00;;;;;;;;94;-1.1050e-01;;4.0280e+00;3.9830e+00;;
