Výsledky

Výpočtový krok 2

-----------------------------------------------------------------------------
Job: ATENA, Openning output file: 14.2.2013 15:39:14
-----------------------------------------------------------------------------
Output data for request: REFERENCE_NODAL_COORDINATES
Description: Reference nodal coordinates
  Step: 2  Iteration: 2 at Time: 2
-----------------------------------------------------------------------------------------------
 Node       X(1)       X(2)
Units          m          m
 2256 -2.3250000  0.0227000
 2257 -2.3251000  0.0341000
 2258 -2.3251000  0.0454000
 2259 -2.3376000  0.0453000
 2260 -2.3375000  0.0113000
 2261 -2.3250000  0.0114000
 2262 -2.3375000  0.00e+000
 2263 -2.3250000  0.00e+000
 2264 -2.3125000  0.0114000
 2265 -2.3125000  0.0228000
 2266 -2.3125000  0.00e+000
 2267 -2.3000000  0.00e+000
 2268 -2.3000000  0.0114000
 2269 -2.3000000  0.0228000
 2270 -2.3126000  0.0341000
 2271 -2.3001000  0.0342000
 2272 -2.3001000  0.0456000
 2273 -2.3126000  0.0455000
 2274 -2.2876000  0.0343000
 2275 -2.2875000  0.0229000
 2276 -2.2750000  0.0229000
 2277 -2.2751000  0.0344000
 2278 -2.2751000  0.0458000
 2279 -2.2876000  0.0457000
 2280 -2.2875000  0.0114000
 2281 -2.2750000  0.0114000
 2282 -2.2875000  0.00e+000
 2283 -2.2750000  0.00e+000
 2284 -2.2625000  0.0115000
 2285 -2.2625000  0.00e+000
 2286 -2.2500000  0.00e+000
 2287 -2.2500000  0.0115000
 2288 -2.2500000  0.0229000
 2289 -2.2625000  0.0229000
 2290 -2.2625000  0.0344000
 2291 -2.2500000  0.0344000
 2292 -2.2500000  0.0459000
 2293 -2.2626000  0.0459000
 2294 -2.2375000  0.0344000
 2295 -2.2374000  0.0459000
 2296 -2.2375000  0.0229000
 2297 -2.2250000  0.0229000
 2298 -2.2249000  0.0344000
 2299 -2.2249000  0.0458000
 2300 -2.2375000  0.0115000
 2301 -2.2375000  0.00e+000
 2302 -2.2250000  0.00e+000
 2303 -2.2250000  0.0114000
 2304 -2.2124000  0.0343000
 2305 -2.2124000  0.0457000
 2306 -2.2125000  0.0229000
 2307 -2.2000000  0.0228000
 2308 -2.1999000  0.0342000
 2309 -2.1999000  0.0456000
 2310 -2.2125000  0.0114000
 2311 -2.2125000  0.00e+000
 2312 -2.2000000  0.00e+000
 2313 -2.2000000  0.0114000
 2314 -2.1874000  0.0341000
 2315 -2.1874000  0.0227000
 2316 -2.1750000  0.0227000
 2317 -2.1749000  0.0340000
 2318 -2.1749000  0.0454000
 2319 -2.1874000  0.0455000
 2320 -2.1875000  0.0114000
 2321 -2.1750000  0.0113000
 2322 -2.1875000  0.00e+000
 2323 -2.1750000  0.00e+000
 2324 -2.1625000  0.0113000
 2325 -2.1625000  0.0226000
 2326 -2.1625000  0.00e+000
 2327 -2.1500000  0.00e+000
 2328 -2.1500000  0.0113000
 2329 -2.1500000  0.0226000
 2330 -2.1624000  0.0340000
 2331 -2.1500000  0.0339000
 2332 -2.1499000  0.0452000
 2333 -2.1624000  0.0453000
 2334 -2.1375000  0.0339000
 2335 -2.1375000  0.0226000
 2336 -2.1250000  0.0226000
 2337 -2.1250000  0.0338000
 2338 -2.1250000  0.0451000
 2339 -2.1374000  0.0451000
 2340 -2.1375000  0.0113000
 2341 -2.1250000  0.0113000
 2342 -2.1375000  0.00e+000
 2343 -2.1250000  0.00e+000
 2344 -2.1125000  0.0113000
 2345 -2.1125000  0.0225000
 2346 -2.1125000  0.00e+000
 2347 -2.1000000  0.00e+000
 2348 -2.1000000  0.0113000
 2349 -2.1000000  0.0225000
 2350 -2.1125000  0.0338000
 2351 -2.1000000  0.0338000
 2352 -2.1000000  0.0450000
 2353 -2.1125000  0.0451000
 2354 -2.0875000  0.0338000
 2355 -2.0875000  0.0225000
 2356 -2.0750000  0.0225000
 2357 -2.0750000  0.0338000
 2358 -2.0750000  0.0450000
 2359 -2.0875000  0.0450000
 2360 -2.0875000  0.0113000
 2361 -2.0750000  0.0113000
 2362 -2.0875000  0.00e+000
 2363 -2.0750000  0.00e+000
 2364 -2.0625000  0.0113000
 2365 -2.0625000  0.0225000
 2366 -2.0625000  0.00e+000
 2367 -2.0500000  0.00e+000
 2368 -2.0500000  0.0113000
 2369 -2.0500000  0.0225000
 2370 -2.0625000  0.0338000
 2371 -2.0500000  0.0338000
 2372 -2.0500000  0.0450000
 2373 -2.0625000  0.0450000
 2374 -2.0375000  0.0338000
 2375 -2.0375000  0.0225000
 2376 -2.0250000  0.0225000
 2377 -2.0250000  0.0338000
 2378 -2.0250000  0.0450000
 2379 -2.0375000  0.0450000
 2380 -2.0375000  0.0113000
 2381 -2.0250000  0.0113000
 2382 -2.0375000  0.00e+000
 2383 -2.0250000  0.00e+000
 2384 -2.0125000  0.0113000
 2385 -2.0125000  0.0225000
 2386 -2.0125000  0.00e+000
 2387 -2.0000000  0.00e+000
 2388 -2.0000000  0.0113000
 2389 -2.0000000  0.0225000
 2390 -2.0125000  0.0338000
 2391 -2.0000000  0.0338000
 2392 -2.0000000  0.0450000
 2393 -2.0125000  0.0450000
 2394 -1.9875000  0.0338000
 2395 -1.9875000  0.0225000
 2396 -1.9750000  0.0225000
 2397 -1.9750000  0.0338000
 2398 -1.9750000  0.0450000
 2399 -1.9875000  0.0450000
 2400 -1.9875000  0.0113000
 2401 -1.9750000  0.0113000
 2402 -1.9875000  0.00e+000
 2403 -1.9750000  0.00e+000
 2404 -1.9625000  0.0113000
 2405 -1.9625000  0.0225000
 2406 -1.9625000  0.00e+000
 2407 -1.9500000  0.00e+000
 2408 -1.9500000  0.0113000
 2409 -1.9500000  0.0225000
 2410 -1.9625000  0.0338000
 2411 -1.9500000  0.0338000
 2412 -1.9500000  0.0450000
 2413 -1.9625000  0.0450000
 2414 -1.9375000  0.0338000
 2415 -1.9375000  0.0225000
 2416 -1.9250000  0.0225000
 2417 -1.9250000  0.0338000
 2418 -1.9250000  0.0450000
 2419 -1.9375000  0.0450000
 2420 -1.9375000  0.0113000
 2421 -1.9250000  0.0113000
 2422 -1.9375000  0.00e+000
 2423 -1.9250000  0.00e+000
 2424 -1.9125000  0.0113000
 2425 -1.9125000  0.0225000
 2426 -1.9125000  0.00e+000
 2427 -1.9000000  0.00e+000
 2428 -1.9000000  0.0113000
 2429 -1.9000000  0.0225000
 2430 -1.9125000  0.0338000
 2431 -1.9000000  0.0338000
 2432 -1.9000000  0.0450000
 2433 -1.9125000  0.0450000
 2434 -1.8875000  0.0338000
 2435 -1.8875000  0.0225000
 2436 -1.8750000  0.0225000
 2437 -1.8750000  0.0338000
 2438 -1.8750000  0.0450000
 2439 -1.8875000  0.0450000
 2440 -1.8875000  0.0113000
 2441 -1.8750000  0.0113000
 2442 -1.8875000  0.00e+000
 2443 -1.8750000  0.00e+000
 2444 -1.8625000  0.0113000
 2445 -1.8625000  0.0225000
 2446 -1.8625000  0.00e+000
 2447 -1.8500000  0.00e+000
 2448 -1.8500000  0.0113000
 2449 -1.8500000  0.0225000
 2450 -1.8625000  0.0338000
 2451 -1.8500000  0.0338000
 2452 -1.8500000  0.0450000
 2453 -1.8625000  0.0450000
 2454 -1.8375000  0.0338000
 2455 -1.8375000  0.0225000
 2456 -1.8250000  0.0225000
 2457 -1.8250000  0.0338000
 2458 -1.8250000  0.0450000
 2459 -1.8375000  0.0450000
 2460 -1.8375000  0.0113000
 2461 -1.8250000  0.0113000
 2462 -1.8375000  0.00e+000
 2463 -1.8250000  0.00e+000
 2464 -1.8125000  0.0113000
 2465 -1.8125000  0.0225000
 2466 -1.8125000  0.00e+000
 2467 -1.8000000  0.00e+000
 2468 -1.8000000  0.0113000
 2469 -1.8000000  0.0225000
 2470 -1.8125000  0.0338000
 2471 -1.8000000  0.0338000
 2472 -1.8000000  0.0450000
 2473 -1.8125000  0.0450000
 2474 -1.7875000  0.0338000
 2475 -1.7875000  0.0225000
 2476 -1.7750000  0.0225000
 2477 -1.7750000  0.0338000
 2478 -1.7750000  0.0450000
 2479 -1.7875000  0.0450000
 2480 -1.7875000  0.0113000
 2481 -1.7750000  0.0113000
 2482 -1.7875000  0.00e+000
 2483 -1.7750000  0.00e+000
 2484 -1.7625000  0.0113000
 2485 -1.7625000  0.0225000
 2486 -1.7625000  0.00e+000
 2487 -1.7500000  0.00e+000
 2488 -1.7500000  0.0113000
 2489 -1.7500000  0.0225000
 2490 -1.7625000  0.0338000
 2491 -1.7500000  0.0338000
 2492 -1.7500000  0.0450000
 2493 -1.7625000  0.0450000
 2494 -1.7375000  0.0338000
 2495 -1.7375000  0.0225000
 2496 -1.7250000  0.0225000
 2497 -1.7250000  0.0338000
 2498 -1.7250000  0.0450000
 2499 -1.7375000  0.0450000
 2500 -1.7375000  0.0113000
 2501 -1.7250000  0.0113000
 2502 -1.7375000  0.00e+000
 2503 -1.7250000  0.00e+000
 2504 -1.7125000  0.0113000
 2505 -1.7125000  0.0225000
 2506 -1.7125000  0.00e+000
 2507 -1.7000000  0.00e+000
 2508 -1.7000000  0.0113000
 2509 -1.7000000  0.0225000
 2510 -1.7125000  0.0338000
 2511 -1.7000000  0.0338000
 2512 -1.7000000  0.0450000
 2513 -1.7125000  0.0450000
 2514 -1.6875000  0.0338000
 2515 -1.6875000  0.0225000
 2516 -1.6750000  0.0225000
 2517 -1.6750000  0.0338000
 2518 -1.6750000  0.0450000
 2519 -1.6875000  0.0450000
 2520 -1.6875000  0.0113000
 2521 -1.6750000  0.0113000
 2522 -1.6875000  0.00e+000
 2523 -1.6750000  0.00e+000
 2524 -1.6625000  0.0113000
 2525 -1.6625000  0.0225000
 2526 -1.6625000  0.00e+000
 2527 -1.6500000  0.00e+000
 2528 -1.6500000  0.0113000
 2529 -1.6500000  0.0225000
 2530 -1.6625000  0.0338000
 2531 -1.6500000  0.0338000
 2532 -1.6500000  0.0450000
 2533 -1.6625000  0.0450000
 2534 -1.6375000  0.0338000
 2535 -1.6375000  0.0225000
 2536 -1.6250000  0.0225000
 2537 -1.6250000  0.0338000
 2538 -1.6250000  0.0450000
 2539 -1.6375000  0.0450000
 2540 -1.6375000  0.0113000
 2541 -1.6250000  0.0113000
 2542 -1.6375000  0.00e+000
 2543 -1.6250000  0.00e+000
 2544 -1.6125000  0.0113000
 2545 -1.6125000  0.0225000
 2546 -1.6125000  0.00e+000
 2547 -1.6000000  0.00e+000
 2548 -1.6000000  0.0113000
 2549 -1.6000000  0.0225000
 2550 -1.6125000  0.0338000
 2551 -1.6000000  0.0338000
 2552 -1.6000000  0.0450000
 2553 -1.6125000  0.0450000
 2554 -1.5875000  0.0338000
 2555 -1.5875000  0.0225000
 2556 -1.5750000  0.0225000
 2557 -1.5750000  0.0338000
 2558 -1.5750000  0.0450000
 2559 -1.5875000  0.0450000
 2560 -1.5875000  0.0113000
 2561 -1.5750000  0.0113000
 2562 -1.5875000  0.00e+000
 2563 -1.5750000  0.00e+000
 2564 -1.5625000  0.0113000
 2565 -1.5625000  0.0225000
 2566 -1.5625000  0.00e+000
 2567 -1.5500000  0.00e+000
 2568 -1.5500000  0.0113000
 2569 -1.5500000  0.0225000
 2570 -1.5625000  0.0338000
 2571 -1.5500000  0.0338000
 2572 -1.5500000  0.0450000
 2573 -1.5625000  0.0450000
 2574 -1.5375000  0.0338000
 2575 -1.5375000  0.0225000
 2576 -1.5250000  0.0225000
 2577 -1.5250000  0.0338000
 2578 -1.5250000  0.0450000
 2579 -1.5375000  0.0450000
 2580 -1.5375000  0.0113000
 2581 -1.5250000  0.0113000
 2582 -1.5375000  0.00e+000
 2583 -1.5250000  0.00e+000
 2584 -1.5125000  0.0113000
 2585 -1.5125000  0.0225000
 2586 -1.5125000  0.00e+000
 2587 -1.5000000  0.00e+000
 2588 -1.5000000  0.0113000
 2589 -1.5000000  0.0225000
 2590 -1.5125000  0.0338000
 2591 -1.5000000  0.0338000
 2592 -1.5000000  0.0450000
 2593 -1.5125000  0.0450000
 2594 -1.4875000  0.0338000
 2595 -1.4875000  0.0225000
 2596 -1.4750000  0.0225000
 2597 -1.4750000  0.0338000
 2598 -1.4750000  0.0450000
 2599 -1.4875000  0.0450000
 2600 -1.4875000  0.0113000
 2601 -1.4750000  0.0113000
 2602 -1.4875000  0.00e+000
 2603 -1.4750000  0.00e+000
 2604 -1.4625000  0.0113000
 2605 -1.4625000  0.0225000
 2606 -1.4625000  0.00e+000
 2607 -1.4500000  0.00e+000
 2608 -1.4500000  0.0113000
 2609 -1.4500000  0.0225000
 2610 -1.4625000  0.0338000
 2611 -1.4500000  0.0338000
 2612 -1.4500000  0.0450000
 2613 -1.4625000  0.0450000
 2614 -1.4375000  0.0338000
 2615 -1.4375000  0.0225000
 2616 -1.4250000  0.0225000
 2617 -1.4250000  0.0338000
 2618 -1.4250000  0.0450000
 2619 -1.4375000  0.0450000
 2620 -1.4375000  0.0113000
 2621 -1.4250000  0.0113000
 2622 -1.4375000  0.00e+000
 2623 -1.4250000  0.00e+000
 2624 -1.4125000  0.0113000
 2625 -1.4125000  0.0225000
 2626 -1.4125000  0.00e+000
 2627 -1.4000000  0.00e+000
 2628 -1.4000000  0.0113000
 2629 -1.4000000  0.0225000
 2630 -1.4125000  0.0338000
 2631 -1.4000000  0.0338000
 2632 -1.4000000  0.0450000
 2633 -1.4125000  0.0450000
 2634 -1.3875000  0.0338000
 2635 -1.3875000  0.0225000
 2636 -1.3750000  0.0225000
 2637 -1.3750000  0.0338000
 2638 -1.3750000  0.0450000
 2639 -1.3875000  0.0450000
 2640 -1.3875000  0.0113000
 2641 -1.3750000  0.0113000
 2642 -1.3875000  0.00e+000
 2643 -1.3750000  0.00e+000
 2644 -1.3625000  0.0113000
 2645 -1.3625000  0.0225000
 2646 -1.3625000  0.00e+000
 2647 -1.3500000  0.00e+000
 2648 -1.3500000  0.0113000
 2649 -1.3500000  0.0225000
 2650 -1.3625000  0.0338000
 2651 -1.3500000  0.0338000
 2652 -1.3500000  0.0450000
 2653 -1.3625000  0.0450000
 2654 -1.3375000  0.0338000
 2655 -1.3375000  0.0225000
 2656 -1.3250000  0.0225000
 2657 -1.3250000  0.0338000
 2658 -1.3250000  0.0450000
 2659 -1.3375000  0.0450000
 2660 -1.3375000  0.0113000
 2661 -1.3250000  0.0113000
 2662 -1.3375000  0.00e+000
 2663 -1.3250000  0.00e+000
 2664 -1.3125000  0.0113000
 2665 -1.3125000  0.0225000
 2666 -1.3125000  0.00e+000
 2667 -1.3000000  0.00e+000
 2668 -1.3000000  0.0113000
 2669 -1.3000000  0.0225000
 2670 -1.3125000  0.0338000
 2671 -1.3000000  0.0338000
 2672 -1.3000000  0.0450000
 2673 -1.3125000  0.0450000
 2674 -1.2875000  0.0338000
 2675 -1.2875000  0.0225000
 2676 -1.2750000  0.0225000
 2677 -1.2750000  0.0338000
 2678 -1.2750000  0.0450000
 2679 -1.2875000  0.0450000
 2680 -1.2875000  0.0113000
 2681 -1.2750000  0.0113000
 2682 -1.2875000  0.00e+000
 2683 -1.2750000  0.00e+000
 2684 -1.2625000  0.0113000
 2685 -1.2625000  0.0225000
 2686 -1.2625000  0.00e+000
 2687 -1.2500000  0.00e+000
 2688 -1.2500000  0.0113000
 2689 -1.2500000  0.0225000
 2690 -1.2625000  0.0338000
 2691 -1.2500000  0.0338000
 2692 -1.2500000  0.0450000
 2693 -1.2625000  0.0450000
 2694 -1.2375000  0.0338000
 2695 -1.2375000  0.0225000
 2696 -1.2250000  0.0225000
 2697 -1.2250000  0.0338000
 2698 -1.2250000  0.0450000
 2699 -1.2375000  0.0450000
 2700 -1.2375000  0.0113000
 2701 -1.2250000  0.0113000
 2702 -1.2375000  0.00e+000
 2703 -1.2250000  0.00e+000
 2704 -1.2125000  0.0113000
 2705 -1.2125000  0.0225000
 2706 -1.2125000  0.00e+000
 2707 -1.2000000  0.00e+000
 2708 -1.2000000  0.0113000
 2709 -1.2000000  0.0225000
 2710 -1.2125000  0.0338000
 2711 -1.2000000  0.0338000
 2712 -1.2000000  0.0450000
 2713 -1.2125000  0.0450000
 2714 -1.1875000  0.0338000
 2715 -1.1875000  0.0225000
 2716 -1.1750000  0.0225000
 2717 -1.1750000  0.0338000
 2718 -1.1750000  0.0450000
 2719 -1.1875000  0.0450000
 2720 -1.1875000  0.0113000
 2721 -1.1750000  0.0113000
 2722 -1.1875000  0.00e+000
 2723 -1.1750000  0.00e+000
 2724 -1.1625000  0.0113000
 2725 -1.1625000  0.0225000
 2726 -1.1625000  0.00e+000
 2727 -1.1500000  0.00e+000
 2728 -1.1500000  0.0113000
 2729 -1.1500000  0.0225000
 2730 -1.1625000  0.0338000
 2731 -1.1500000  0.0338000
 2732 -1.1500000  0.0450000
 2733 -1.1625000  0.0450000
 2734 -1.1375000  0.0338000
 2735 -1.1375000  0.0225000
 2736 -1.1250000  0.0225000
 2737 -1.1250000  0.0338000
 2738 -1.1250000  0.0450000
 2739 -1.1375000  0.0450000
 2740 -1.1375000  0.0113000
 2741 -1.1250000  0.0113000
 2742 -1.1375000  0.00e+000
 2743 -1.1250000  0.00e+000
 2744 -1.1125000  0.0113000
 2745 -1.1125000  0.0225000
 2746 -1.1125000  0.00e+000
 2747 -1.1000000  0.00e+000
 2748 -1.1000000  0.0113000
 2749 -1.1000000  0.0225000
 2750 -1.1125000  0.0338000
 2751 -1.1000000  0.0338000
 2752 -1.1000000  0.0450000
 2753 -1.1125000  0.0450000
 2754 -1.0875000  0.0338000
 2755 -1.0875000  0.0225000
 2756 -1.0750000  0.0225000
 2757 -1.0750000  0.0338000
 2758 -1.0750000  0.0450000
 2759 -1.0875000  0.0450000
 2760 -1.0875000  0.0113000
 2761 -1.0750000  0.0113000
 2762 -1.0875000  0.00e+000
 2763 -1.0750000  0.00e+000
 2764 -1.0625000  0.0113000
 2765 -1.0625000  0.0225000
 2766 -1.0625000  0.00e+000
 2767 -1.0500000  0.00e+000
 2768 -1.0500000  0.0113000
 2769 -1.0500000  0.0225000
 2770 -1.0625000  0.0338000
 2771 -1.0500000  0.0338000
 2772 -1.0500000  0.0450000
 2773 -1.0625000  0.0450000
 2774 -1.0375000  0.0338000
 2775 -1.0375000  0.0225000
 2776 -1.0250000  0.0225000
 2777 -1.0250000  0.0338000
 2778 -1.0250000  0.0450000
 2779 -1.0375000  0.0450000
 2780 -1.0375000  0.0113000
 2781 -1.0250000  0.0113000
 2782 -1.0375000  0.00e+000
 2783 -1.0250000  0.00e+000
 2784 -1.0125000  0.0113000
 2785 -1.0125000  0.0225000
 2786 -1.0125000  0.00e+000
 2787 -1.0000000  0.00e+000
 2788 -1.0000000  0.0113000
 2789 -1.0000000  0.0225000
 2790 -1.0125000  0.0338000
 2791 -1.0000000  0.0338000
 2792 -1.0000000  0.0450000
 2793 -1.0125000  0.0450000
 2794 -0.9875000  0.0338000
 2795 -0.9875000  0.0225000
 2796 -0.9750000  0.0225000
 2797 -0.9750000  0.0338000
 2798 -0.9750000  0.0450000
 2799 -0.9875000  0.0450000
 2800 -0.9875000  0.0113000
 2801 -0.9750000  0.0113000
 2802 -0.9875000  0.00e+000
 2803 -0.9750000  0.00e+000
 2804 -0.9625000  0.0113000
 2805 -0.9625000  0.0225000
 2806 -0.9625000  0.00e+000
 2807 -0.9500000  0.00e+000
 2808 -0.9500000  0.0113000
 2809 -0.9500000  0.0225000
 2810 -0.9625000  0.0338000
 2811 -0.9500000  0.0338000
 2812 -0.9500000  0.0450000
 2813 -0.9625000  0.0450000
 2814 -0.9375000  0.0338000
 2815 -0.9375000  0.0225000
 2816 -0.9250000  0.0225000
 2817 -0.9250000  0.0338000
 2818 -0.9250000  0.0450000
 2819 -0.9375000  0.0450000
 2820 -0.9375000  0.0113000
 2821 -0.9250000  0.0113000
 2822 -0.9375000  0.00e+000
 2823 -0.9250000  0.00e+000
 2824 -0.9125000  0.0113000
 2825 -0.9125000  0.0225000
 2826 -0.9125000  0.00e+000
 2827 -0.9000000  0.00e+000
 2828 -0.9000000  0.0113000
 2829 -0.9000000  0.0225000
 2830 -0.9125000  0.0338000
 2831 -0.9000000  0.0338000
 2832 -0.9000000  0.0450000
 2833 -0.9125000  0.0450000
 2834 -0.8875000  0.0338000
 2835 -0.8875000  0.0225000
 2836 -0.8750000  0.0226000
 2837 -0.8750000  0.0338000
 2838 -0.8750000  0.0451000
 2839 -0.8875000  0.0451000
 2840 -0.8875000  0.0113000
 2841 -0.8750000  0.0113000
 2842 -0.8875000  0.00e+000
 2843 -0.8750000  0.00e+000
 2844 -0.8625000  0.0113000
 2845 -0.8625000  0.0226000
 2846 -0.8625000  0.00e+000
 2847 -0.8500000  0.00e+000
 2848 -0.8500000  0.0113000
 2849 -0.8500000  0.0226000
 2850 -0.8625000  0.0339000
 2851 -0.8500000  0.0339000
 2852 -0.8501000  0.0452000
 2853 -0.8625000  0.0451000
 2854 -0.8376000  0.0340000
 2855 -0.8375000  0.0226000
 2856 -0.8250000  0.0227000
 2857 -0.8251000  0.0340000
 2858 -0.8251000  0.0454000
 2859 -0.8376000  0.0453000
 2860 -0.8375000  0.0113000
 2861 -0.8250000  0.0113000
 2862 -0.8375000  0.00e+000
 2863 -0.8250000  0.00e+000
 2864 -0.8125000  0.0114000
 2865 -0.8125000  0.0228000
 2866 -0.8125000  0.00e+000
 2867 -0.8000000  0.00e+000
 2868 -0.8000000  0.0114000
 2869 -0.8000000  0.0228000
 2870 -0.8126000  0.0341000
 2871 -0.8001000  0.0342000
 2872 -0.8001000  0.0456000
 2873 -0.8126000  0.0455000
 2874 -0.7876000  0.0343000
 2875 -0.7875000  0.0229000
 2876 -0.7750000  0.0229000
 2877 -0.7751000  0.0344000
 2878 -0.7751000  0.0458000
 2879 -0.7876000  0.0457000
 2880 -0.7875000  0.0114000
 2881 -0.7750000  0.0114000
 2882 -0.7875000  0.00e+000
 2883 -0.7750000  0.00e+000
 2884 -0.7625000  0.0115000
 2885 -0.7625000  0.00e+000
 2886 -0.7500000  0.00e+000
 2887 -0.7500000  0.0115000
 2888 -0.7500000  0.0229000
 2889 -0.7625000  0.0229000
 2890 -0.7625000  0.0344000
 2891 -0.7500000  0.0344000
 2892 -0.7500000  0.0459000
 2893 -0.7626000  0.0459000
 2894 -0.7375000  0.0344000
 2895 -0.7374000  0.0459000
 2896 -0.7375000  0.0229000
 2897 -0.7250000  0.0229000
 2898 -0.7249000  0.0344000
 2899 -0.7249000  0.0458000
 2900 -0.7375000  0.0115000
 2901 -0.7375000  0.00e+000
 2902 -0.7250000  0.00e+000
 2903 -0.7250000  0.0114000
 2904 -0.7124000  0.0343000
 2905 -0.7124000  0.0457000
 2906 -0.7125000  0.0229000
 2907 -0.7000000  0.0228000
 2908 -0.6999000  0.0342000
 2909 -0.6999000  0.0456000
 2910 -0.7125000  0.0114000
 2911 -0.7125000  0.00e+000
 2912 -0.7000000  0.00e+000
 2913 -0.7000000  0.0114000
 2914 -0.6874000  0.0341000
 2915 -0.6874000  0.0227000
 2916 -0.6750000  0.0227000
 2917 -0.6749000  0.0340000
 2918 -0.6749000  0.0454000
 2919 -0.6874000  0.0455000
 2920 -0.6875000  0.0114000
 2921 -0.6750000  0.0113000
 2922 -0.6875000  0.00e+000
 2923 -0.6750000  0.00e+000
 2924 -0.6625000  0.0113000
 2925 -0.6625000  0.0226000
 2926 -0.6625000  0.00e+000
 2927 -0.6500000  0.00e+000
 2928 -0.6500000  0.0113000
 2929 -0.6500000  0.0226000
 2930 -0.6624000  0.0340000
 2931 -0.6500000  0.0339000
 2932 -0.6499000  0.0452000
 2933 -0.6624000  0.0453000
 2934 -0.6375000  0.0339000
 2935 -0.6375000  0.0226000
 2936 -0.6250000  0.0226000
 2937 -0.6250000  0.0338000
 2938 -0.6250000  0.0451000
 2939 -0.6374000  0.0451000
 2940 -0.6375000  0.0113000
 2941 -0.6250000  0.0113000
 2942 -0.6375000  0.00e+000
 2943 -0.6250000  0.00e+000
 2944 -0.6125000  0.0113000
 2945 -0.6125000  0.0225000
 2946 -0.6125000  0.00e+000
 2947 -0.6000000  0.00e+000
 2948 -0.6000000  0.0113000
 2949 -0.6000000  0.0225000
 2950 -0.6125000  0.0338000
 2951 -0.6000000  0.0338000
 2952 -0.6000000  0.0450000
 2953 -0.6125000  0.0451000
 2954 -0.5875000  0.0338000
 2955 -0.5875000  0.0225000
 2956 -0.5750000  0.0225000
 2957 -0.5750000  0.0338000
 2958 -0.5750000  0.0450000
 2959 -0.5875000  0.0450000
 2960 -0.5875000  0.0113000
 2961 -0.5750000  0.0113000
 2962 -0.5875000  0.00e+000
 2963 -0.5750000  0.00e+000
 2964 -0.5625000  0.0113000
 2965 -0.5625000  0.0225000
 2966 -0.5625000  0.00e+000
 2967 -0.5500000  0.00e+000
 2968 -0.5500000  0.0113000
 2969 -0.5500000  0.0225000
 2970 -0.5625000  0.0338000
 2971 -0.5500000  0.0338000
 2972 -0.5500000  0.0450000
 2973 -0.5625000  0.0450000
 2974 -0.5375000  0.0338000
 2975 -0.5375000  0.0225000
 2976 -0.5250000  0.0225000
 2977 -0.5250000  0.0338000
 2978 -0.5250000  0.0450000
 2979 -0.5375000  0.0450000
 2980 -0.5375000  0.0113000
 2981 -0.5250000  0.0113000
 2982 -0.5375000  0.00e+000
 2983 -0.5250000  0.00e+000
 2984 -0.5125000  0.0113000
 2985 -0.5125000  0.0225000
 2986 -0.5125000  0.00e+000
 2987 -0.5000000  0.00e+000
 2988 -0.5000000  0.0113000
 2989 -0.5000000  0.0225000
 2990 -0.5125000  0.0338000
 2991 -0.5000000  0.0338000
 2992 -0.5000000  0.0450000
 2993 -0.5125000  0.0450000
 2994 -0.4875000  0.0338000
 2995 -0.4875000  0.0225000
 2996 -0.4750000  0.0225000
 2997 -0.4750000  0.0338000
 2998 -0.4750000  0.0450000
 2999 -0.4875000  0.0450000
 3000 -0.4875000  0.0113000
 3001 -0.4750000  0.0113000
 3002 -0.4875000  0.00e+000
 3003 -0.4750000  0.00e+000
 3004 -0.4625000  0.0113000
 3005 -0.4625000  0.0225000
 3006 -0.4625000  0.00e+000
 3007 -0.4500000  0.00e+000
 3008 -0.4500000  0.0113000
 3009 -0.4500000  0.0225000
 3010 -0.4625000  0.0338000
 3011 -0.4500000  0.0338000
 3012 -0.4500000  0.0450000
 3013 -0.4625000  0.0450000
 3014 -0.4375000  0.0338000
 3015 -0.4375000  0.0225000
 3016 -0.4250000  0.0225000
 3017 -0.4250000  0.0338000
 3018 -0.4250000  0.0450000
 3019 -0.4375000  0.0450000
 3020 -0.4375000  0.0113000
 3021 -0.4250000  0.0113000
 3022 -0.4375000  0.00e+000
 3023 -0.4250000  0.00e+000
 3024 -0.4125000  0.0113000
 3025 -0.4125000  0.0225000
 3026 -0.4125000  0.00e+000
 3027 -0.4000000  0.00e+000
 3028 -0.4000000  0.0113000
 3029 -0.4000000  0.0225000
 3030 -0.4125000  0.0338000
 3031 -0.4000000  0.0338000
 3032 -0.4000000  0.0450000
 3033 -0.4125000  0.0450000
 3034 -0.3875000  0.0338000
 3035 -0.3875000  0.0225000
 3036 -0.3750000  0.0225000
 3037 -0.3750000  0.0338000
 3038 -0.3750000  0.0450000
 3039 -0.3875000  0.0450000
 3040 -0.3875000  0.0113000
 3041 -0.3750000  0.0113000
 3042 -0.3875000  0.00e+000
 3043 -0.3750000  0.00e+000
 3044 -0.3625000  0.0113000
 3045 -0.3625000  0.0225000
 3046 -0.3625000  0.00e+000
 3047 -0.3500000  0.00e+000
 3048 -0.3500000  0.0113000
 3049 -0.3500000  0.0225000
 3050 -0.3625000  0.0338000
 3051 -0.3500000  0.0338000
 3052 -0.3500000  0.0450000
 3053 -0.3625000  0.0450000
 3054 -0.3375000  0.0338000
 3055 -0.3375000  0.0225000
 3056 -0.3250000  0.0225000
 3057 -0.3250000  0.0338000
 3058 -0.3250000  0.0450000
