Výsledky

Výpočtový krok 2

-----------------------------------------------------------------------------
Job: ATENA, Openning output file: 14.2.2013 15:38:16
-----------------------------------------------------------------------------
Output data for request: STRESS
Description: Stress
  Step: 2  Iteration: 2 at Time: 2
-----------------------------------------------------------------------------------------------
 Node   sigma_xx   sigma_yy     tau_xy
Units        MPa        MPa        MPa
 8724  0.3716349  0.0002943  0.0390329
 8725  0.3676968  0.0002610  0.0389687
 8726  0.3094444  0.0003602  0.0422379
 8727  0.3637557  0.0002279  0.0389112
 8728  0.3061465  0.0003207  0.0421841
 8729  0.2513504  0.0003625  0.0449041
 8730  0.2486919  0.0003181  0.0448562
 8731  0.1911002  0.0004008  0.0469740
 8732  0.1931199  0.0004506  0.0470140
 8733  0.2460262  0.0002753  0.0448139
 8734  0.3028434  0.0002826  0.0421365
 8735  0.2995357  0.0002469  0.0420950
 8736  0.2433538  0.0002351  0.0447770
 8737  0.1870342  0.0003079  0.0469082
 8738  0.1890713  0.0003529  0.0469388
 8739  0.3598120  0.0001961  0.0388603
 8740  0.3558661  0.0001663  0.0388159
 8741  0.3519183  0.0001390  0.0387775
 8742  0.2962242  0.0002140  0.0420590
 8743  0.3479689  0.0001143  0.0387446
 8744  0.2929092  0.0001843  0.0420282
 8745  0.2406757  0.0001982  0.0447451
 8746  0.2379926  0.0001649  0.0447178
 8747  0.1829389  0.0002291  0.0468593
 8748  0.1849897  0.0002665  0.0468818
 8749  0.2353052  0.0001351  0.0446945
 8750  0.2895913  0.0001578  0.0420020
 8751  0.2862709  0.0001345  0.0419799
 8752  0.2326142  0.0001090  0.0446750
 8753  0.1788217  0.0001662  0.0468240
 8754  0.1808826  0.0001956  0.0468401
 8755  0.3440182  0.0000924  0.0387167
 8756  0.3400664  0.0000732  0.0386932
 8757  0.3361138  0.0000566  0.0386736
 8758  0.2829486  0.0001141  0.0419615
 8759  0.3321605  0.0000423  0.0386575
 8760  0.2796246  0.0000966  0.0419463
 8761  0.2299201  0.0000863  0.0446587
 8762  0.2272235  0.0000668  0.0446451
 8763  0.1746886  0.0001183  0.0467994
 8764  0.1767568  0.0001405  0.0468105
 8765  0.2245248  0.0000501  0.0446340
 8766  0.2762993  0.0000816  0.0419338
 8767  0.2729729  0.0000689  0.0419237
 8768  0.2218244  0.0000361  0.0446250
 8769  0.1705447  0.0000832  0.0467828
 8770  0.1726178  0.0000993  0.0467902
 8771  0.3282068  0.0000302  0.0386443
 8772  0.3242526  0.0000201  0.0386336
 8773  0.3202982  0.0000116  0.0386251
 8774  0.2696457  0.0000583  0.0419156
 8775  0.3163436  4.71e-006  0.0386183
 8776  0.2663178  0.0000494  0.0419092
 8777  0.2191227  0.0000244  0.0446178
 8778  0.2164199  0.0000148  0.0446120
 8779  0.1663935  0.0000585  0.0467720
 8780  0.1684698  0.0000697  0.0467768
 8781  0.2137162  6.93e-006  0.0446075
 8782  0.2629895  0.0000421  0.0419041
 8783  0.2596607  0.0000362  0.0419002
 8784  0.2110119  5.62e-007  0.0446040
 8785  0.1622378  0.0000416  0.0467654
 8786  0.1643161  0.0000492  0.0467683
 8787  0.3123889 -9.20e-007  0.0386130
 8788  0.3084342 -5.44e-006  0.0386090
 8789  0.3044794 -9.01e-006  0.0386059
 8790  0.2563318  0.0000313  0.0418972
 8791  0.3005245 -0.0000118  0.0386036
 8792  0.2530026  0.0000274  0.0418951
 8793  0.2083072 -4.51e-006  0.0446013
 8794  0.2056020 -8.50e-006  0.0445993
 8795  0.1580793  0.0000304  0.0467615
 8796  0.1601588  0.0000354  0.0467631
 8797  0.2028967 -0.0000116  0.0445979
 8798  0.2496733  0.0000243  0.0418935
 8799  0.2463439  0.0000218  0.0418924
 8800  0.2001911 -0.0000139  0.0445968
 8801  0.1539193  0.0000233  0.0467594
 8802  0.1559994  0.0000264  0.0467602
 8803  0.2965698 -0.0000139  0.0386020
 8804  0.2926150 -0.0000155  0.0386009
 8805  0.2886603 -0.0000166  0.0386002
 8806  0.2430145  0.0000199  0.0418917
 8807  0.2847056 -0.0000174  0.0385998
 8808  0.2396851  0.0000184  0.0418912
 8809  0.1974855 -0.0000157  0.0445962
 8810  0.1947797 -0.0000169  0.0445958
 8811  0.1497586  0.0000189  0.0467585
 8812  0.1518390  0.0000208  0.0467588
 8813  0.1920740 -0.0000178  0.0445955
 8814  0.2363557  0.0000172  0.0418910
 8815  0.2330263  0.0000163  0.0418910
 8816  0.1893683 -0.0000183  0.0445955
 8817  0.1455977  0.0000162  0.0467582
 8818  0.1476782  0.0000174  0.0467583
 8819  0.2807510 -0.0000179  0.0385996
 8820  0.2767964 -0.0000182  0.0385997
 8821  0.2728419 -0.0000183  0.0385998
 8822  0.2296970  0.0000156  0.0418911
 8823  0.2688874 -0.0000183  0.0386000
 8824  0.2263677  0.0000150  0.0418913
 8825  0.1866626 -0.0000186  0.0445956
 8826  0.1839569 -0.0000187  0.0445957
 8827  0.1414369  0.0000147  0.0467583
 8828  0.1435173  0.0000154  0.0467582
 8829  0.1812513 -0.0000187  0.0445959
 8830  0.2230385  0.0000146  0.0418915
 8831  0.2197093  0.0000142  0.0418918
 8832  0.1785457 -0.0000186  0.0445961
 8833  0.1372762  0.0000138  0.0467587
 8834  0.1393565  0.0000142  0.0467585
 8835  0.2649330 -0.0000182  0.0386003
 8836  0.2609786 -0.0000181  0.0386006
 8837  0.2570242 -0.0000178  0.0386009
 8838  0.2163801  0.0000139  0.0418921
 8839  0.2530699 -0.0000176  0.0386013
 8840  0.2130510  0.0000137  0.0418924
 8841  0.1758402 -0.0000184  0.0445964
 8842  0.1731347 -0.0000182  0.0445967
 8843  0.1331157  0.0000132  0.0467591
 8844  0.1351959  0.0000134  0.0467589
 8845  0.1704293 -0.0000179  0.0445970
 8846  0.2097220  0.0000134  0.0418927
 8847  0.2063930  0.0000132  0.0418931
 8848  0.1677240 -0.0000177  0.0445972
 8849  0.1289555  0.0000127  0.0467596
 8850  0.1310356  0.0000129  0.0467593
 8851  0.2491156 -0.0000173  0.0386017
 8852  0.2451613 -0.0000171  0.0386020
 8853  0.2412071 -0.0000168  0.0386024
 8854  0.2030640  0.0000129  0.0418934
 8855  0.2372528 -0.0000166  0.0386028
 8856  0.1997351  0.0000127  0.0418938
 8857  0.1650187 -0.0000174  0.0445975
 8858  0.1623135 -0.0000172  0.0445978
 8859  0.1247956  0.0000122  0.0467600
 8860  0.1268755  0.0000124  0.0467598
 8861  0.1596083 -0.0000169  0.0445981
 8862  0.1964062  0.0000125  0.0418941
 8863  0.1930774  0.0000122  0.0418944
 8864  0.1569032 -0.0000167  0.0445984
 8865  0.1206359  0.0000117  0.0467605
 8866  0.1227157  0.0000119  0.0467603
 8867  0.2332986 -0.0000163  0.0386032
 8868  0.2293445 -0.0000161  0.0386035
 8869  0.2253903 -0.0000159  0.0386039
 8870  0.1897486  0.0000119  0.0418948
 8871  0.2214362 -0.0000156  0.0386043
 8872  0.1864198  0.0000117  0.0418951
 8873  0.1541981 -0.0000165  0.0445987
 8874  0.1514931 -0.0000162  0.0445990
 8875  0.1164765  0.0000112  0.0467610
 8876  0.1185562  0.0000114  0.0467608
 8877  0.1487882 -0.0000159  0.0445993
 8878  0.1830911  0.0000115  0.0418954
 8879  0.1797625  0.0000113  0.0418958
 8880  0.1460833 -0.0000156  0.0445995
 8881  0.1123174  0.0000108  0.0467614
 8882  0.1143970  0.0000110  0.0467612
 8883  0.2174821 -0.0000154  0.0386046
 8884  0.2135281 -0.0000151  0.0386050
 8885  0.2095741 -0.0000148  0.0386053
 8886  0.1764339  0.0000111  0.0418960
 8887  0.2056201 -0.0000144  0.0386056
 8888  0.1731053  0.0000111  0.0418963
 8889  0.1433785 -0.0000152  0.0445998
 8890  0.1406737 -0.0000148  0.0446000
 8891  0.1081586  0.0000108  0.0467617
 8892  0.1102380  0.0000107  0.0467616
 8893  0.1379690 -0.0000142  0.0446001
 8894  0.1697768  0.0000111  0.0418964
 8895  0.1664483  0.0000113  0.0418965
 8896  0.1352643 -0.0000134  0.0446002
 8897  0.1039999  0.0000113  0.0467619
 8898  0.1060792  0.0000109  0.0467618
 8899  0.2016662 -0.0000139  0.0386058
 8900  0.1977123 -0.0000133  0.0386059
 8901  0.1937584 -0.0000125  0.0386059
 8902  0.1631199  0.0000117  0.0418965
 8903  0.1898046 -0.0000115  0.0386057
 8904  0.1597915  0.0000124  0.0418963
 8905  0.1325597 -0.0000123  0.0446001
 8906  0.1298550 -0.0000110  0.0445999
 8907  0.0998412  0.0000130  0.0467616
 8908  0.1019206  0.0000120  0.0467618
 8909  0.1271503 -9.26e-006  0.0445995
 8910  0.1564631  0.0000134  0.0418959
 8911  0.1531347  0.0000149  0.0418951
 8912  0.1244456 -7.05e-006  0.0445988
 8913  0.0956824  0.0000164  0.0467607
 8914  0.0977619  0.0000144  0.0467612
 8915  0.1858509 -0.0000103  0.0386053
 8916  0.1818972 -8.62e-006  0.0386046
 8917  0.1779436 -6.56e-006  0.0386035
 8918  0.1498063  0.0000168  0.0418940
 8919  0.1739900 -3.95e-006  0.0386019
 8920  0.1464778  0.0000195  0.0418924
 8921  0.1217408 -4.21e-006  0.0445978
 8922  0.1190358 -6.35e-007  0.0445963
 8923  0.0915228  0.0000225  0.0467585
 8924  0.0936027  0.0000190  0.0467598
 8925  0.1163305  3.85e-006  0.0445943
 8926  0.1431492  0.0000229  0.0418902
 8927  0.1398205  0.0000272  0.0418873
 8928  0.1136249  9.41e-006  0.0445916
 8929  0.0873618  0.0000327  0.0467546
 8930  0.0894425  0.0000270  0.0467568
 8931  0.1700364 -6.83e-007  0.0385997
 8932  0.1660829  3.38e-006  0.0385966
 8933  0.1621293  8.39e-006  0.0385925
 8934  0.1364915  0.0000327  0.0418833
 8935  0.1581756  0.0000145  0.0385872
 8936  0.1331621  0.0000396  0.0418783
 8937  0.1109189  0.0000163  0.0445880
 8938  0.1082122  0.0000247  0.0445835
 8939  0.0831980  0.0000487  0.0467478
 8940  0.0852803  0.0000398  0.0467516
 8941  0.1055046  0.0000349  0.0445777
 8942  0.1298322  0.0000480  0.0418718
 8943  0.1265017  0.0000582  0.0418636
 8944  0.1027960  0.0000472  0.0445704
 8945  0.0790297  0.0000726  0.0467370
 8946  0.0811146  0.0000595  0.0467430
 8947  0.1542219  0.0000220  0.0385804
 8948  0.1502680  0.0000310  0.0385718
 8949  0.1463138  0.0000418  0.0385611
 8950  0.1231703  0.0000706  0.0418534
 8951  0.1423592  0.0000547  0.0385478
 8952  0.1198379  0.0000853  0.0418409
 8953  0.1000860  0.0000618  0.0445613
 8954  0.0973743  0.0000792  0.0445502
 8955  0.0748540  0.0001071  0.0467204
 8956  0.0769430  0.0000883  0.0467296
 8957  0.0946605  0.0000997  0.0445367
 8958  0.1165040  0.0001028  0.0418256
 8959  0.1131684  0.0001234  0.0418071
 8960  0.0919440  0.0001236  0.0445203
 8961  0.0706671  0.0001550  0.0466961
 8962  0.0727623  0.0001292  0.0467094
 8963  0.1384041  0.0000698  0.0385315
 8964  0.1344482  0.0000876  0.0385117
 8965  0.1304914  0.0001083  0.0384879
 8966  0.1098306  0.0001472  0.0417849
 8967  0.1265332  0.0001321  0.0384595
 8968  0.1064901  0.0001748  0.0417585
 8969  0.0892242  0.0001512  0.0445009
 8970  0.0865004  0.0001830  0.0444778
 8971  0.0664636  0.0002191  0.0466616
 8972  0.0685678  0.0001849  0.0466803
 8973  0.0837719  0.0002190  0.0444508
 8974  0.1031462  0.0002063  0.0417275
 8975  0.0997982  0.0002418  0.0416913
 8976  0.0810376  0.0002594  0.0444195
 8977  0.0622362  0.0003015  0.0466148
 8978  0.0643534  0.0002580  0.0466399
 8979  0.1225734  0.0001594  0.0384259
 8980  0.1186115  0.0001902  0.0383866
 8981  0.1146468  0.0002248  0.0383410
 8982  0.0964452  0.0002815  0.0416495
 8983  0.1106786  0.0002631  0.0382885
 8984  0.0930861  0.0003253  0.0416018
 8985  0.0782965  0.0003043  0.0443835
 8986  0.0755472  0.0003535  0.0443426
 8987  0.0579755  0.0004023  0.0465541
 8988  0.0601107  0.0003498  0.0465862
 8989  0.0727885  0.0004066  0.0442969
 8990  0.0897199  0.0003728  0.0415478
 8991  0.0863449  0.0004235  0.0414877
 8992  0.0700186  0.0004625  0.0442463
 8993  0.0536698  0.0005175  0.0464795
 8994  0.0558291  0.0004586  0.0465184
 8995  0.1067059  0.0003049  0.0382287
 8996  0.1027278  0.0003500  0.0381615
 8997  0.0987427  0.0003974  0.0380869
 8998  0.0829596  0.0004764  0.0414216
 8999  0.0947489  0.0004463  0.0380052
 9000  0.0795620  0.0005299  0.0413504
 9001  0.0672359  0.0005202  0.0441915
 9002  0.0644382  0.0005775  0.0441334
 9003  0.0493054  0.0006360  0.0463950
 9004  0.0514959  0.0005775  0.0464380
 9005  0.0616236  0.0006317  0.0440733
 9006  0.0761500  0.0005818  0.0412752
 9007  0.0727210  0.0006288  0.0411982
 9008  0.0587898  0.0006787  0.0440137
 9009  0.0448674  0.0007338  0.0463110
 9010  0.0470965  0.0006897  0.0463519
 9011  0.0907445  0.0004948  0.0379176
 9012  0.0867269  0.0005407  0.0378257
 9013  0.0826930  0.0005805  0.0377323
 9014  0.0692723  0.0006667  0.0411225
 9015  0.0786392  0.0006096  0.0376413
 9016  0.0658008  0.0006893  0.0410525
 9017  0.0559344  0.0007131  0.0439576
 9018  0.0530555  0.0007277  0.0439097
 9019  0.0403426  0.0007660  0.0462493
 9020  0.0426165  0.0007621  0.0462754
 9021  0.0501510  0.0007125  0.0438758
 9022  0.0623033  0.0006886  0.0409944
 9023  0.0587765  0.0006533  0.0409566
 9024  0.0472198  0.0006546  0.0438640
 9025  0.0357255  0.0006523  0.0462484
 9026  0.0380453  0.0007343  0.0462379
 9027  0.0745613  0.0006216  0.0375586
 9028  0.0704543  0.0006078  0.0374924
 9029  0.0663125  0.0005562  0.0374537
 9030  0.0552175  0.0005688  0.0409502
 9031  0.0621301  0.0004503  0.0374575
 9032  0.0516244  0.0004146  0.0409898
 9033  0.0442619  0.0005365  0.0438845
 9034  0.0412792  0.0003351  0.0439501
 9035  0.0310320  0.0002544  0.0463701
 9036  0.0333859  0.0005007  0.0462890
 9037  0.0382771  0.0000198  0.0440767
 9038  0.0479969  0.0001636  0.0410941
 9039  0.0443383 -0.0002215  0.0412865
 9040  0.0352660 -0.0004502  0.0442826
 9041  0.0263267 -0.0006620  0.0467009
 9042  0.0286736 -0.0001191  0.0465032
 9043  0.0579012  0.0002672  0.0375239
 9044  0.0536210 -0.0000249  0.0376791
 9045  0.0492877 -0.0004708  0.0379575
 9046  0.0406585 -0.0007921  0.0415953
 9047  0.0449035 -0.0011370  0.0384055
 9048  0.0369854 -0.0016208  0.0420442
 9049  0.0322640 -0.0011291  0.0445888
 9050  0.0293018 -0.0020847  0.0450134
 9051  0.0217770 -0.0024840  0.0473247
 9052  0.0240162 -0.0014280  0.0469745
 9053  0.0264139 -0.0034115  0.0455984
 9054  0.0333330 -0.0027894  0.0426958
 9055  0.0297683 -0.0044500  0.0435619
 9056  0.0237041 -0.0052277  0.0462933
 9057  0.0177395 -0.0058154  0.0482730
 9058  0.0196588 -0.0039156  0.0477764
 9059  0.0404760 -0.0021079  0.0390858
 9060  0.0360553 -0.0035231  0.0400486
 9061  0.0317681 -0.0055693  0.0413238
 9062  0.0264139 -0.0067680  0.0446678
 9063  0.0277032 -0.0085182  0.0429938
 9064  0.0234208 -0.0099472  0.0459655
 9065  0.0212405 -0.0076930  0.0471312
 9066  0.0191835 -0.0109485  0.0480100
 9067  0.0148505 -0.0115060  0.0492696
 9068  0.0160958 -0.0083084  0.0488075
 9069  0.0176921 -0.0151792  0.0487859
 9070  0.0210030 -0.0142816  0.0473596
 9071  0.0169334 -0.0204930  0.0492182
 9072  0.0139756 -0.0202925  0.0492739
 9073  0.0141084 -0.0154926  0.0494953
 9074  0.0241335 -0.0127353  0.0450030
 9075  0.0169960 -0.0268784  0.0489050
 9076  0.0144445 -0.0257990  0.0483031
 9077  0.0178444 -0.0340461  0.0473818
 9078  0.0154169 -0.0317020  0.0462911
 9079  0.0113979 -0.0242851  0.0474878
 9080  0.0125055 -0.0291667  0.0451822
 9081  0.0092575 -0.0265716  0.0439935
 9082  0.0079736 -0.0225096  0.0464747
 9083  0.0068896 -0.0184883  0.0482056
 9084  0.0106066 -0.0195781  0.0489096
 9085  0.0137148 -0.0337985  0.0419162
 9086  0.0166407 -0.0374957  0.0430274
 9087  0.0176596 -0.0424733  0.0385500
 9088  0.0147112 -0.0376283  0.0380386
 9089  0.0118104 -0.0336346  0.0367826
 9090  0.0105706 -0.0303844  0.0407314
 9091  0.0191846 -0.0413770  0.0441976
 9092  0.0204171 -0.0477737  0.0388632
 9093  0.0206919 -0.0514126  0.0310538
 9094  0.0201580 -0.0519149  0.0230012
 9095  0.0152794 -0.0423695  0.0241970
 9096  0.0173364 -0.0457624  0.0316538
 9097  0.0182512 -0.0514144  0.0146865
 9098  0.0151757 -0.0458667  0.0158067
 9099  0.0150130 -0.0478483  0.0064076
 9100  0.0131889 -0.0426094  0.0085477
 9101  0.0110803 -0.0415052  0.0009012
 9102  0.0103503 -0.0376586  0.0040306
 9103  0.0071346 -0.0342134 -0.0023523
 9104  0.0072032 -0.0318850  0.0007486
 9105  0.0093187 -0.0339616  0.0065962
 9106  0.0068182 -0.0293616  0.0033389
 9107  0.0060901 -0.0267777  0.0054685
 9108  0.0080889 -0.0305627  0.0087166
 9109  0.0099761 -0.0337768  0.0126545
 9110  0.0114966 -0.0377752  0.0104560
 9111  0.0043838 -0.0245142  0.0010427
 9112  0.0042814 -0.0260161 -0.0012651
 9113  0.0018384 -0.0205420 -0.0022309
 9114  0.0022537 -0.0198366 -0.0003724
 9115  0.0023051 -0.0187536  0.0012696
 9116  0.0041005 -0.0227436  0.0029940
 9117  0.0036834 -0.0270790 -0.0039092
 9118  0.0009939 -0.0207227 -0.0042313
 9119 -0.0008586 -0.0154302 -0.0038029
 9120  3.27e-006 -0.0157615 -0.0024458
 9121 -0.0020119 -0.0145059 -0.0050118
 9122  0.0005565 -0.0156048 -0.0010845
 9123  0.0008180 -0.0150467  0.0001867
 9124  0.0035300 -0.0207944  0.0045925
 9125  0.0051021 -0.0241770  0.0071749
 9126  0.0020748 -0.0173970  0.0026594
 9127  0.0016380 -0.0158578  0.0037860
 9128  0.0027541 -0.0187231  0.0058523
 9129  0.0008327 -0.0141848  0.0013048
 9130  0.0006559 -0.0130921  0.0022354
 9131  0.0003420 -0.0118360  0.0029582
 9132  0.0010533 -0.0141914  0.0046323
 9133  0.0018363 -0.0165951  0.0067715
 9134  0.0066856 -0.0273685  0.0104359
 9135  0.0082784 -0.0302785  0.0144741
 9136  0.0133314 -0.0406841  0.0150439
 9137  0.0127665 -0.0368105  0.0180230
 9138  0.0099456 -0.0330971  0.0195476
 9139  0.0104172 -0.0348187  0.0248252
 9140  0.0102456 -0.0330685  0.0301995
 9141  0.0138400 -0.0367472  0.0312697
 9142  0.0087559 -0.0301694  0.0353664
 9143  0.0154385 -0.0404674  0.0334736
 9144  0.0072502 -0.0272070  0.0394196
 9145  0.0057509 -0.0239703  0.0426822
 9146  0.0042614 -0.0205598  0.0452657
 9147  0.0028963 -0.0171328  0.0471987
 9148  0.0017285 -0.0138969  0.0485548
 9149  0.0008290 -0.0109602  0.0494484
 9150  0.0056781 -0.0114463  0.0499066
 9151  0.0061009 -0.0147568  0.0492974
 9152  0.0001885 -0.0084077  0.0499830
 9153  0.0055975 -0.0086426  0.0501665
 9154 -0.0053198 -0.0079603  0.0492943
 9155 -0.0062665 -0.0060078  0.0497732
 9156 -0.0001951 -0.0062532  0.0502659
 9157  0.0058302 -0.0063235  0.0502073
 9158 -0.0109242 -0.0073486  0.0481195
 9159 -0.0123924 -0.0056139  0.0487566
 9160 -0.0003497 -0.0044885  0.0503882
 9161 -0.0070236 -0.0043742  0.0500614
 9162 -0.0076474 -0.0030412  0.0501998
 9163 -0.0003348 -0.0030743  0.0503907
 9164  0.0069959 -0.0029926  0.0499908
 9165  0.0063124 -0.0044571  0.0501366
 9166 -0.0137314 -0.0041283  0.0491778
 9167 -0.0149672 -0.0029043  0.0494355
 9168 -0.0160671 -0.0019185  0.0495901
 9169 -0.0081287 -0.0019753  0.0502632
 9170 -0.0171060 -0.0011473  0.0496621
 9171 -0.0085167 -0.0011518  0.0502656
 9172 -0.0180716 -0.0005435  0.0496805
 9173 -0.0189993 -0.0001008  0.0496654
 9174 -0.0090966 -0.0000597  0.0501902
 9175 -0.0088296 -0.0005214  0.0502355
 9176 -0.0198929  0.0002235  0.0496309
 9177 -0.0093355  0.0002695  0.0501374
 9178 -0.0207735  0.0004403  0.0495845
 9179 -0.0095616  0.0004926  0.0500844
 9180 -0.0216488  0.0005852  0.0495333
 9181 -0.0225281  0.0006652  0.0494819
 9182 -0.0100145  0.0007128  0.0499894
 9183 -0.0097853  0.0006342  0.0500342
 9184 -0.0234148  0.0006998  0.0494322
 9185 -0.0102540  0.0007435  0.0499499
 9186 -0.0243151  0.0006970  0.0493835
 9187 -0.0105076  0.0007397  0.0499150
 9188 -0.0252281  0.0006784  0.0493396
 9189 -0.0261563  0.0006388  0.0493011
 9190 -0.0110640  0.0006719  0.0498606
 9191 -0.0107774  0.0007139  0.0498850
 9192 -0.0270985  0.0005900  0.0492666
 9193 -0.0113665  0.0006190  0.0498400
 9194 -0.0280571  0.0005311  0.0492340
 9195 -0.0116852  0.0005606  0.0498218
 9196 -0.0290281  0.0004800  0.0492063
 9197 -0.0300125  0.0004236  0.0491835
 9198 -0.0123672  0.0004455  0.0497949
 9199 -0.0120193  0.0005029  0.0498065
 9200 -0.0310071  0.0003704  0.0491639
 9201 -0.0127269  0.0003894  0.0497852
 9202 -0.0320143  0.0003151  0.0491446
 9203 -0.0130978  0.0003363  0.0497761
 9204 -0.0330289  0.0002751  0.0491291
 9205 -0.0340523  0.0002328  0.0491175
 9206 -0.0138688  0.0002483  0.0497633
 9207 -0.0134790  0.0002903  0.0497684
 9208 -0.0350811  0.0001961  0.0491079
 9209 -0.0142651  0.0002094  0.0497592
 9210 -0.0361182  0.0001575  0.0490971
 9211 -0.0146678  0.0001746  0.0497545
 9212 -0.0371583  0.0001359  0.0490890
 9213 -0.0382036  0.0001106  0.0490841
 9214 -0.0154895  0.0001229  0.0497487
 9215 -0.0150764  0.0001470  0.0497505
 9216 -0.0392507  0.0000901  0.0490803
 9217 -0.0159054  0.0001007  0.0497473
 9218 -0.0403032  0.0000657  0.0490743
 9219 -0.0163244  0.0000811  0.0497448
 9220 -0.0413559  0.0000583  0.0490702
 9221 -0.0424117  0.0000451  0.0490691
 9222 -0.0171708  0.0000563  0.0497424
 9223 -0.0167466  0.0000677  0.0497426
 9224 -0.0434671  0.0000354  0.0490684
 9225 -0.0175956  0.0000450  0.0497424
 9226 -0.0445265  0.0000196  0.0490647
 9227 -0.0180219  0.0000350  0.0497408
 9228 -0.0455844  0.0000211  0.0490625
 9229 -0.0466445  0.0000149  0.0490632
 9230 -0.0188786  0.0000260  0.0497400
 9231 -0.0184498  0.0000302  0.0497394
 9232 -0.0477031  0.0000111  0.0490641
 9233 -0.0193068  0.0000208  0.0497407
 9234 -0.0487650 -3.71e-007  0.0490613
 9235 -0.0197357  0.0000157  0.0497395
 9236 -0.0498246  6.03e-006  0.0490600
 9237 -0.0508861  3.11e-006  0.0490615
 9238 -0.0205958  0.0000148  0.0497394
 9239 -0.0201656  0.0000153  0.0497383
 9240 -0.0519455  2.22e-006  0.0490631
 9241 -0.0210250  0.0000124  0.0497403
 9242 -0.0530081 -7.78e-006  0.0490607
 9243 -0.0214544  9.41e-006  0.0497392
 9244 -0.0540679  1.16e-006  0.0490595
 9245 -0.0551296 -4.09e-007  0.0490614
 9246 -0.0223152  0.0000122  0.0497393
 9247 -0.0218847  0.0000111  0.0497381
 9248 -0.0561889 -1.34e-007  0.0490633
 9249 -0.0227443  0.0000107  0.0497404
 9250 -0.0572515 -0.0000101  0.0490609
 9251 -0.0231736  8.44e-006  0.0497393
 9252 -0.0583110  2.47e-007  0.0490597
 9253 -0.0593725 -9.45e-007  0.0490618
 9254 -0.0240341  0.0000126  0.0497395
 9255 -0.0236038  0.0000109  0.0497382
 9256 -0.0604314 -3.04e-007  0.0490639
 9257 -0.0244628  0.0000113  0.0497407
 9258 -0.0614939 -0.0000108  0.0490614
 9259 -0.0248918  9.08e-006  0.0497395
 9260 -0.0625530  3.81e-007  0.0490600
 9261 -0.0636143 -8.22e-007  0.0490623
 9262 -0.0257517  0.0000136  0.0497397
 9263 -0.0253217  0.0000119  0.0497383
 9264 -0.0646728 -1.01e-007  0.0490646
 9265 -0.0261801  0.0000123  0.0497410
 9266 -0.0657350 -0.0000113  0.0490619
 9267 -0.0266087  9.91e-006  0.0497397
 9268 -0.0667937  5.79e-007  0.0490604
 9269 -0.0678548 -6.74e-007  0.0490628
 9270 -0.0274680  0.0000148  0.0497399
 9271 -0.0270382  0.0000129  0.0497384
 9272 -0.0689129  1.64e-007  0.0490652
 9273 -0.0278960  0.0000134  0.0497413
 9274 -0.0699749 -0.0000117  0.0490624
 9275 -0.0283242  0.0000109  0.0497399
 9276 -0.0710332  1.14e-006  0.0490607
 9277 -0.0720940  1.27e-007  0.0490632
 9278 -0.0291830  0.0000166  0.0497401
 9279 -0.0287535  0.0000142  0.0497385
 9280 -0.0731518  1.47e-006  0.0490657
 9281 -0.0296107  0.0000155  0.0497415
