          x          y   sigma_xx   sigma_yy   sigma_xy
  1.7000000  0.3000000 -0.3566385 -0.0013467  0.0038875
  1.6875000  0.2876000 -0.3438228  0.0000153  0.0077847
  1.6875000  0.2753000 -0.3130448  0.0000104  0.0149793
  1.6875000  0.3000000 -0.3647415 -0.0013765  0.0038867
  1.6750000  0.3000000 -0.3728447 -0.0014079  0.0038874
  1.6750000  0.2876000 -0.3514638  0.0000072  0.0077833
  1.6750000  0.2753000 -0.3200170  0.0000014  0.0149822
  1.6875000  0.2631000 -0.2824587  0.0000169  0.0214498
  1.6750000  0.2630000 -0.2887947  0.0000068  0.0214586
  1.6750000  0.2509000 -0.2577865  0.0000091  0.0272210
  1.6875000  0.2509000 -0.2521639  0.0000271  0.0272193
  1.6625000  0.2631000 -0.2950120  0.0000168  0.0214490
  1.6625000  0.2753000 -0.3269562  0.0000104  0.0149789
  1.6500000  0.2753000 -0.3339288  0.0000012  0.0149821
  1.6500000  0.2630000 -0.3013502  0.0000065  0.0214582
  1.6500000  0.2509000 -0.2689948  0.0000085  0.0272203
  1.6625000  0.2509000 -0.2633716  0.0000268  0.0272183
  1.6625000  0.2876000 -0.3591004  0.0000159  0.0077845
  1.6500000  0.2876000 -0.3667413  0.0000074  0.0077833
  1.6625000  0.3000000 -0.3809475 -0.0014376  0.0038866
  1.6500000  0.3000000 -0.3890507 -0.0014691  0.0038874
  1.6375000  0.2876000 -0.3743779  0.0000165  0.0077846
  1.6375000  0.2753000 -0.3408671  0.0000106  0.0149790
  1.6375000  0.3000000 -0.3971537 -0.0014988  0.0038867
  1.6250000  0.3000000 -0.4052571 -0.0015302  0.0038876
  1.6250000  0.2876000 -0.3820190  0.0000077  0.0077835
  1.6250000  0.2753000 -0.3478404  0.0000011  0.0149824
  1.6375000  0.2631000 -0.3075647  0.0000171  0.0214489
  1.6250000  0.2630000 -0.3139053  0.0000065  0.0214584
  1.6250000  0.2509000 -0.2802025  0.0000081  0.0272205
  1.6375000  0.2509000 -0.2745788  0.0000271  0.0272179
  1.6125000  0.2631000 -0.3201172  0.0000176  0.0214493
  1.6125000  0.2753000 -0.3547781  0.0000110  0.0149794
  1.6000000  0.2753000 -0.3617522  0.0000011  0.0149828
  1.6000000  0.2630000 -0.3264604  0.0000067  0.0214589
  1.6000000  0.2509000 -0.2914102  0.0000085  0.0272210
  1.6125000  0.2509000 -0.2857856  0.0000279  0.0272184
  1.6125000  0.2876000 -0.3896557  0.0000171  0.0077849
  1.6000000  0.2876000 -0.3972971  0.0000080  0.0077838
  1.6125000  0.3000000 -0.4133603 -0.0015599  0.0038869
  1.6000000  0.3000000 -0.4214641 -0.0015914  0.0038877
  1.5875000  0.2876000 -0.4049339  0.0000178  0.0077852
  1.5875000  0.2753000 -0.3686893  0.0000114  0.0149798
  1.5875000  0.3000000 -0.4295677 -0.0016210  0.0038870
  1.5750000  0.3000000 -0.4376718 -0.0016526  0.0038879
  1.5750000  0.2876000 -0.4125757  0.0000083  0.0077841
  1.5750000  0.2753000 -0.3756642  0.0000011  0.0149833
  1.5875000  0.2631000 -0.3326697  0.0000182  0.0214499
  1.5750000  0.2630000 -0.3390156  0.0000069  0.0214596
  1.5750000  0.2509000 -0.3026177  0.0000086  0.0272217
  1.5875000  0.2509000 -0.2969924  0.0000289  0.0272189
  1.5625000  0.2631000 -0.3452225  0.0000189  0.0214506
  1.5625000  0.2753000 -0.3826008  0.0000118  0.0149804
  1.5500000  0.2753000 -0.3895766  0.0000012  0.0149839
  1.5500000  0.2630000 -0.3515710  0.0000072  0.0214602
  1.5500000  0.2509000 -0.3138255  0.0000092  0.0272224
  1.5625000  0.2509000 -0.3081993  0.0000300  0.0272198
  1.5625000  0.2876000 -0.4202127  0.0000185  0.0077855
  1.5500000  0.2876000 -0.4278548  0.0000086  0.0077844
  1.5625000  0.3000000 -0.4457757 -0.0016822  0.0038872
  1.5500000  0.3000000 -0.4538802 -0.0017138  0.0038880
  1.5375000  0.2876000 -0.4354919  0.0000191  0.0077857
  1.5375000  0.2753000 -0.3965126  0.0000123  0.0149809
  1.5375000  0.3000000 -0.4619843 -0.0017433  0.0038873
  1.5250000  0.3000000 -0.4700891 -0.0017750  0.0038882
  1.5250000  0.2876000 -0.4431344  0.0000089  0.0077847
  1.5250000  0.2753000 -0.4034894  0.0000012  0.0149843
  1.5375000  0.2631000 -0.3577754  0.0000197  0.0214512
  1.5250000  0.2630000 -0.3641267  0.0000074  0.0214609
  1.5250000  0.2509000 -0.3250332  0.0000093  0.0272231
  1.5375000  0.2509000 -0.3194062  0.0000311  0.0272203
  1.5125000  0.2631000 -0.3703286  0.0000204  0.0214519
  1.5125000  0.2753000 -0.4104249  0.0000127  0.0149813
  1.5000000  0.2753000 -0.4174025  0.0000013  0.0149848
  1.5000000  0.2630000 -0.3766826  0.0000078  0.0214615
  1.5000000  0.2509000 -0.3362412  0.0000099  0.0272238
  1.5125000  0.2509000 -0.3306132  0.0000323  0.0272212
  1.5125000  0.2876000 -0.4507717  0.0000198  0.0077860
  1.5000000  0.2876000 -0.4584146  0.0000092  0.0077849
  1.5125000  0.3000000 -0.4781936 -0.0018045  0.0038875
  1.5000000  0.3000000 -0.4862987 -0.0018362  0.0038883
  1.4875000  0.2876000 -0.4660520  0.0000205  0.0077863
  1.4875000  0.2753000 -0.4243375  0.0000132  0.0149818
  1.4875000  0.3000000 -0.4944034 -0.0018657  0.0038876
  1.4750000  0.3000000 -0.5025089 -0.0018974  0.0038884
  1.4750000  0.2876000 -0.4736952  0.0000096  0.0077852
  1.4750000  0.2753000 -0.4313160  0.0000013  0.0149853
  1.4875000  0.2631000 -0.3828821  0.0000211  0.0214525
  1.4750000  0.2630000 -0.3892387  0.0000080  0.0214622
  1.4750000  0.2509000 -0.3474492  0.0000100  0.0272246
  1.4875000  0.2509000 -0.3418204  0.0000334  0.0272218
  1.4625000  0.2631000 -0.3954357  0.0000218  0.0214532
  1.4625000  0.2753000 -0.4382505  0.0000136  0.0149823
  1.4500000  0.2753000 -0.4452299  0.0000014  0.0149858
  1.4500000  0.2630000 -0.4017951  0.0000083  0.0214628
  1.4500000  0.2509000 -0.3586575  0.0000106  0.0272253
  1.4625000  0.2509000 -0.3530277  0.0000345  0.0272227
  1.4625000  0.2876000 -0.4813328  0.0000212  0.0077865
  1.4500000  0.2876000 -0.4889763  0.0000099  0.0077855
  1.4625000  0.3000000 -0.5106139 -0.0019268  0.0038877
  1.4500000  0.3000000 -0.5187196 -0.0019586  0.0038886
  1.4375000  0.2876000 -0.4966142  0.0000218  0.0077868
  1.4375000  0.2753000 -0.4521639  0.0000140  0.0149828
  1.4375000  0.3000000 -0.5268249 -0.0019880  0.0038879
  1.4250000  0.3000000 -0.5349310 -0.0020198  0.0038887
  1.4250000  0.2876000 -0.5042580  0.0000102  0.0077858
  1.4250000  0.2753000 -0.4591442  0.0000014  0.0149863
  1.4375000  0.2631000 -0.4079897  0.0000225  0.0214538
  1.4250000  0.2630000 -0.4143517  0.0000085  0.0214635
  1.4250000  0.2509000 -0.3698657  0.0000107  0.0272261
  1.4375000  0.2509000 -0.3642351  0.0000356  0.0272233
  1.4125000  0.2631000 -0.4205438  0.0000232  0.0214545
  1.4125000  0.2753000 -0.4660776  0.0000145  0.0149833
  1.4000000  0.2753000 -0.4730588  0.0000015  0.0149868
  1.4000000  0.2630000 -0.4269086  0.0000089  0.0214641
  1.4000000  0.2509000 -0.3810742  0.0000114  0.0272267
  1.4125000  0.2509000 -0.3754427  0.0000367  0.0272242
  1.4125000  0.2876000 -0.5118960  0.0000225  0.0077871
  1.4000000  0.2876000 -0.5195402  0.0000105  0.0077861
  1.4125000  0.3000000 -0.5430366 -0.0020492  0.0038881
  1.4000000  0.3000000 -0.5511430 -0.0020810  0.0038889
  1.3875000  0.2876000 -0.5271784  0.0000232  0.0077874
  1.3875000  0.2753000 -0.4799917  0.0000149  0.0149838
  1.3875000  0.3000000 -0.5592490 -0.0021104  0.0038882
  1.3750000  0.3000000 -0.5673557 -0.0021423  0.0038891
  1.3750000  0.2876000 -0.5348229  0.0000108  0.0077864
  1.3750000  0.2753000 -0.4869737  0.0000016  0.0149873
  1.3875000  0.2631000 -0.4330982  0.0000239  0.0214550
  1.3750000  0.2630000 -0.4394655  0.0000092  0.0214646
  1.3750000  0.2509000 -0.3922824  0.0000116  0.0272273
  1.3875000  0.2509000 -0.3866502  0.0000380  0.0272246
  1.3625000  0.2631000 -0.4456525  0.0000249  0.0214555
  1.3625000  0.2753000 -0.4939060  0.0000155  0.0149842
  1.3500000  0.2753000 -0.5008888  0.0000018  0.0149876
  1.3500000  0.2630000 -0.4520224  0.0000099  0.0214649
  1.3500000  0.2509000 -0.4034907  0.0000128  0.0272274
  1.3625000  0.2509000 -0.3978577  0.0000395  0.0272252
  1.3625000  0.2876000 -0.5424612  0.0000239  0.0077877
  1.3500000  0.2876000 -0.5501060  0.0000112  0.0077866
  1.3625000  0.3000000 -0.5754620 -0.0021716  0.0038884
  1.3500000  0.3000000 -0.5835691 -0.0022035  0.0038892
  1.3375000  0.2876000 -0.5577444  0.0000246  0.0077878
  1.3375000  0.2753000 -0.5078203  0.0000161  0.0149843
  1.3375000  0.3000000 -0.5916756 -0.0022328  0.0038885
  1.3250000  0.3000000 -0.5997828 -0.0022648  0.0038892
  1.3250000  0.2876000 -0.5653893  0.0000116  0.0077866
  1.3250000  0.2753000 -0.5148037  0.0000021  0.0149875
  1.3375000  0.2631000 -0.4582067  0.0000260  0.0214554
  1.3250000  0.2630000 -0.4645789  0.0000107  0.0214645
  1.3250000  0.2509000 -0.4146984  0.0000139  0.0272268
  1.3375000  0.2509000 -0.4090649  0.0000413  0.0272248
  1.3125000  0.2631000 -0.4707604  0.0000276  0.0214547
  1.3125000  0.2753000 -0.5217341  0.0000170  0.0149839
  1.3000000  0.2753000 -0.5287178  0.0000027  0.0149866
  1.3000000  0.2630000 -0.4771346  0.0000121  0.0214631
  1.3000000  0.2509000 -0.4259055  0.0000165  0.0272248
  1.3125000  0.2509000 -0.4202716  0.0000439  0.0272238
  1.3125000  0.2876000 -0.5730274  0.0000254  0.0077877
  1.3000000  0.2876000 -0.5806720  0.0000121  0.0077862
  1.3125000  0.3000000 -0.6078893 -0.0022940  0.0038884
  1.3000000  0.3000000 -0.6159964 -0.0023260  0.0038891
  1.2875000  0.2876000 -0.5883095  0.0000264  0.0077870
  1.2875000  0.2753000 -0.5356468  0.0000181  0.0149825
  1.2875000  0.3000000 -0.6241025 -0.0023552  0.0038882
  1.2750000  0.3000000 -0.6322088 -0.0023872  0.0038887
  1.2750000  0.2876000 -0.5959533  0.0000127  0.0077852
  1.2750000  0.2753000 -0.5426302  0.0000037  0.0149845
  1.2875000  0.2631000 -0.4833128  0.0000297  0.0214524
  1.2750000  0.2630000 -0.4896887  0.0000142  0.0214599
  1.2750000  0.2509000 -0.4371110  0.0000196  0.0272207
  1.2875000  0.2509000 -0.4314772  0.0000474  0.0272206
  1.2625000  0.2631000 -0.4958630  0.0000328  0.0214480
  1.2625000  0.2753000 -0.5495571  0.0000198  0.0149795
  1.2500000  0.2753000 -0.5565393  0.0000053  0.0149803
  1.2500000  0.2630000 -0.5022398  0.0000176  0.0214537
  1.2500000  0.2509000 -0.4483145  0.0000253  0.0272129
  1.2625000  0.2509000 -0.4426810  0.0000525  0.0272151
  1.2625000  0.2876000 -0.6035894  0.0000275  0.0077856
  1.2500000  0.2876000 -0.6112315  0.0000136  0.0077832
  1.2625000  0.3000000 -0.6403138 -0.0024164  0.0038875
  1.2500000  0.3000000 -0.6484184 -0.0024484  0.0038877
  1.2375000  0.2876000 -0.6188648  0.0000288  0.0077827
  1.2375000  0.2753000 -0.5634631  0.0000221  0.0149738
  1.2375000  0.3000000 -0.6565209 -0.0024775  0.0038861
  1.2250000  0.3000000 -0.6646222 -0.0025095  0.0038858
  1.2250000  0.2876000 -0.6265037  0.0000147  0.0077794
  1.2250000  0.2753000 -0.5704429  0.0000076  0.0149728
  1.2375000  0.2631000 -0.5084094  0.0000373  0.0214397
  1.2250000  0.2630000 -0.5147861  0.0000225  0.0214431
  1.2250000  0.2509000 -0.4595142  0.0000328  0.0271998
  1.2375000  0.2509000 -0.4538820  0.0000598  0.0272047
  1.2125000  0.2631000 -0.5209499  0.0000437  0.0214261
  1.2125000  0.2753000 -0.5773619  0.0000254  0.0149642
  1.2000000  0.2753000 -0.5843373  0.0000112  0.0149605
  1.2000000  0.2630000 -0.5273251  0.0000297  0.0214257
  1.2000000  0.2509000 -0.4707090  0.0000447  0.0271786
  1.2125000  0.2509000 -0.4650787  0.0000701  0.0271882
  1.2125000  0.2876000 -0.6341325  0.0000305  0.0077777
  1.2000000  0.2876000 -0.6417658  0.0000163  0.0077730
  1.2125000  0.3000000 -0.6727202 -0.0025385  0.0038837
  1.2000000  0.3000000 -0.6808157 -0.0025704  0.0038827
  1.1875000  0.2876000 -0.6493873  0.0000327  0.0077696
  1.1875000  0.2753000 -0.5912492  0.0000300  0.0149486
  1.1875000  0.3000000 -0.6889062 -0.0025993  0.0038796
  1.1750000  0.3000000 -0.6969922 -0.0026312  0.0038776
  1.1750000  0.2876000 -0.6570116  0.0000184  0.0077627
  1.1750000  0.2753000 -0.5982174  0.0000163  0.0149410
  1.1875000  0.2631000 -0.5334811  0.0000527  0.0214043
  1.1750000  0.2630000 -0.5398527  0.0000398  0.0213987
  1.1750000  0.2509000 -0.4818959  0.0000605  0.0271462
  1.1875000  0.2509000 -0.4762690  0.0000845  0.0271616
  1.1625000  0.2631000 -0.5459989  0.0000650  0.0213711
  1.1625000  0.2753000 -0.6051191  0.0000364  0.0149245
  1.1500000  0.2753000 -0.6120765  0.0000234  0.0149115
  1.1500000  0.2630000 -0.5523643  0.0000538  0.0213583
  1.1500000  0.2509000 -0.4930726  0.0000830  0.0270982
  1.1625000  0.2509000 -0.4874505  0.0001043  0.0271223
  1.1625000  0.2876000 -0.6646219  0.0000356  0.0077568
  1.1500000  0.2876000 -0.6722324  0.0000213  0.0077470
  1.1625000  0.3000000 -0.7050707 -0.0026598  0.0038732
  1.1500000  0.3000000 -0.7131418 -0.0026916  0.0038696
  1.1375000  0.2876000 -0.6798257  0.0000393  0.0077376
  1.1375000  0.2753000 -0.6189635  0.0000451  0.0148886
  1.1375000  0.3000000 -0.7212019 -0.0027199  0.0038635
  1.1250000  0.3000000 -0.7292505 -0.0027514  0.0038578
  1.1250000  0.2876000 -0.6874159  0.0000251  0.0077237
  1.1250000  0.2753000 -0.6259049  0.0000329  0.0148683
  1.1375000  0.2631000 -0.5584975  0.0000816  0.0213223
  1.1250000  0.2630000 -0.5648532  0.0000724  0.0212998
  1.1250000  0.2509000 -0.5042351  0.0001121  0.0270295
  1.1375000  0.2509000 -0.4986197  0.0001307  0.0270643
  1.1125000  0.2631000 -0.5709698  0.0001034  0.0212528
  1.1125000  0.2753000 -0.6327715  0.0000565  0.0148370
  1.1000000  0.2753000 -0.6396905  0.0000455  0.0148070
  1.1000000  0.2630000 -0.5773117  0.0000968  0.0212177
  1.1000000  0.2509000 -0.5153801  0.0001504  0.0269342
  1.1125000  0.2509000 -0.5097731  0.0001650  0.0269834
  1.1125000  0.2876000 -0.6949846  0.0000440  0.0077097
  1.1000000  0.2876000 -0.7025457  0.0000301  0.0076903
  1.1125000  0.3000000 -0.7372834 -0.0027794  0.0038492
  1.1000000  0.3000000 -0.7452993 -0.0028104  0.0038406
  1.0875000  0.2876000 -0.7100798  0.0000500  0.0076701
  1.0875000  0.2753000 -0.6465296  0.0000711  0.0147647
  1.0875000  0.3000000 -0.7532930 -0.0028379  0.0038288
  1.0750000  0.3000000 -0.7612625 -0.0028684  0.0038165
  1.0750000  0.2876000 -0.7176005  0.0000364  0.0076438
  1.0750000  0.2753000 -0.6534183  0.0000615  0.0147225
  1.0875000  0.2631000 -0.5834072  0.0001311  0.0211568
  1.0750000  0.2630000 -0.5897306  0.0001271  0.0211062
  1.0750000  0.2509000 -0.5265035  0.0001969  0.0268065
  1.0875000  0.2509000 -0.5209069  0.0002081  0.0268723
  1.0625000  0.2631000 -0.5958004  0.0001651  0.0210284
  1.0625000  0.2753000 -0.6602213  0.0000893  0.0146667
  1.0500000  0.2753000 -0.6670706  0.0000812  0.0146096
  1.0500000  0.2630000 -0.6021009  0.0001638  0.0209595
  1.0500000  0.2509000 -0.5376042  0.0002525  0.0266413
  1.0625000  0.2509000 -0.5320183  0.0002601  0.0267266
  1.0625000  0.2876000 -0.7250872  0.0000574  0.0076157
  1.0500000  0.2876000 -0.7325534  0.0000442  0.0075807
  1.0625000  0.3000000 -0.7692016 -0.0028950  0.0038004
  1.0500000  0.3000000 -0.7771072 -0.0029247  0.0037834
  1.0375000  0.2876000 -0.7399774  0.0000662  0.0075431
  1.0375000  0.2753000 -0.6738280  0.0001110  0.0145377
  1.0375000  0.3000000 -0.7849720 -0.0029502  0.0037621
  1.0250000  0.3000000 -0.7927917 -0.0029787  0.0037393
  1.0250000  0.2876000 -0.7473723  0.0000534  0.0074977
  1.0250000  0.2753000 -0.6806284  0.0001040  0.0144635
  1.0375000  0.2631000 -0.6081409  0.0002047  0.0208625
  1.0250000  0.2630000 -0.6144150  0.0002051  0.0207737
  1.0250000  0.2509000 -0.5486835  0.0003125  0.0264370
  1.0375000  0.2509000 -0.5431068  0.0003192  0.0265415
  1.0125000  0.2631000 -0.6204236  0.0002477  0.0206569
  1.0125000  0.2753000 -0.6873311  0.0001354  0.0143738
  1.0000000  0.2753000 -0.6940743  0.0001289  0.0142815
  1.0000000  0.2630000 -0.6266717  0.0002478  0.0205492
  1.0000000  0.2509000 -0.5597530  0.0003709  0.0261990
  1.0125000  0.2509000 -0.5541784  0.0003805  0.0263193
  1.0125000  0.2876000 -0.7547158  0.0000764  0.0074489
  1.0000000  0.2876000 -0.7620209  0.0000638  0.0073917
  1.0125000  0.3000000 -0.8005581 -0.0030028  0.0037117
  1.0000000  0.3000000 -0.8082659 -0.0030296  0.0036821
  0.9875000  0.2876000 -0.7692649  0.0000875  0.0073308
  0.9875000  0.2753000 -0.7007160  0.0001606  0.0141742
  0.9875000  0.3000000 -0.8159057 -0.0030516  0.0036473
  0.9750000  0.3000000 -0.8234715 -0.0030760  0.0036100
  0.9750000  0.2876000 -0.7764616  0.0000746  0.0072614
  0.9750000  0.2753000 -0.7073987  0.0001528  0.0140656
  0.9875000  0.2631000 -0.6326527  0.0002888  0.0204158
  0.9750000  0.2630000 -0.6388832  0.0002839  0.0202957
  0.9750000  0.2509000 -0.5708384  0.0004107  0.0259469
  0.9875000  0.2509000 -0.5652504  0.0004329  0.0260702
  0.9625000  0.2631000 -0.6448520  0.0003167  0.0201569
  0.9625000  0.2753000 -0.7139810  0.0001822  0.0139449
  0.9500000  0.2753000 -0.7206120  0.0001694  0.0138279
  0.9500000  0.2630000 -0.6510896  0.0002974  0.0200420
  0.9500000  0.2509000 -0.5819967  0.0004020  0.0257278
  0.9625000  0.2509000 -0.5763621  0.0004545  0.0258265
  0.9625000  0.2876000 -0.7835892  0.0000983  0.0071887
  0.9500000  0.2876000 -0.7906635  0.0000842  0.0071088
  0.9625000  0.3000000 -0.8309532 -0.0030951  0.0035674
  0.9500000  0.3000000 -0.8383447 -0.0031160  0.0035223
  0.9375000  0.2876000 -0.7976655  0.0001065  0.0070278
  0.9375000  0.2753000 -0.7271545  0.0001913  0.0137068
  0.9375000  0.3000000 -0.8456363 -0.0031308  0.0034721
  0.9250000  0.3000000 -0.8528226 -0.0031464  0.0034201
  0.9250000  0.2876000 -0.8046165  0.0000895  0.0069431
  0.9250000  0.2753000 -0.7337691  0.0001658  0.0136015
  0.9375000  0.2631000 -0.6570844  0.0003083  0.0199244
  0.9250000  0.2630000 -0.6633859  0.0002549  0.0198551
  0.9250000  0.2509000 -0.5933335  0.0002783  0.0256435
  0.9375000  0.2509000 -0.5875913  0.0004003  0.0256565
  0.9125000  0.2631000 -0.6694902  0.0002159  0.0198180
  0.9125000  0.2753000 -0.7403305  0.0001686  0.0135106
  0.9000000  0.2753000 -0.7470205  0.0001120  0.0134640
  0.9000000  0.2630000 -0.6759753  0.0000833  0.0198812
  0.9000000  0.2509000 -0.6050448 -0.0000917  0.0259028
  0.9125000  0.2509000 -0.5990847  0.0001781  0.0257091
  0.9125000  0.2876000 -0.8115049  0.0001074  0.0068632
  0.9000000  0.2876000 -0.8183639  0.0000821  0.0067892
  0.9125000  0.3000000 -0.8598959 -0.0031548  0.0033642
  0.9000000  0.3000000 -0.8668549 -0.0031625  0.0033089
  0.8875000  0.2876000 -0.8252015  0.0000869  0.0067363
  0.8875000  0.2753000 -0.7537411  0.0000629  0.0134769
  0.8875000  0.3000000 -0.8736987 -0.0031604  0.0032538
  0.8750000  0.3000000 -0.8804371 -0.0031540  0.0032055
  0.8750000  0.2876000 -0.8320820  0.0000421  0.0067144
  0.8750000  0.2753000 -0.7607255 -0.0000748  0.0136107
  0.8875000  0.2631000 -0.6823558 -0.0000794  0.0200530
  0.8750000  0.2630000 -0.6892605 -0.0004280  0.0204606
  0.8750000  0.2509000 -0.6173792 -0.0010848  0.0269598
  0.8875000  0.2509000 -0.6110451 -0.0004445  0.0262829
  0.8625000  0.2631000 -0.6961989 -0.0008950  0.0211689
  0.8625000  0.2753000 -0.7679443 -0.0002455  0.0139168
  0.8500000  0.2753000 -0.7756957 -0.0006353  0.0145391
  0.8500000  0.2630000 -0.7038275 -0.0017846  0.0224162
  0.8500000  0.2508000 -0.6306770 -0.0034931  0.0297530
  0.8625000  0.2509000 -0.6238122 -0.0019621  0.0280289
  0.8625000  0.2876000 -0.8390640  0.0000157  0.0067536
  0.8500000  0.2876000 -0.8462927 -0.0000903  0.0068934
  0.8625000  0.3000000 -0.8870846 -0.0031311  0.0031663
  0.8500000  0.3000000 -0.8936789 -0.0031007  0.0031511
  0.8375000  0.2876000 -0.8539879 -0.0002562  0.0072423
  0.8375000  0.2753000 -0.7842052 -0.0012691  0.0157115
  0.8375000  0.3000000 -0.9002992 -0.0030472  0.0031891
  0.8250000  0.3000000 -0.9071065 -0.0029607  0.0033219
  0.8250000  0.2876000 -0.8625906 -0.0005935  0.0079719
  0.8250000  0.2753000 -0.7940731 -0.0024897  0.0178361
  0.8375000  0.2630000 -0.7120258 -0.0032338  0.0244778
  0.8250000  0.2630000 -0.7212608 -0.0058993  0.0278793
  0.8250000  0.2508000 -0.6451200 -0.0101784  0.0362255
  0.8375000  0.2508000 -0.6377293 -0.0059605  0.0323518
  0.8125000  0.2630000 -0.7313548 -0.0109295  0.0334751
  0.8125000  0.2753000 -0.8059837 -0.0050054  0.0218204
  0.8000000  0.2753000 -0.8208185 -0.0107009  0.0294475
  0.8000000  0.2630000 -0.7414672 -0.0209638  0.0424769
  0.8000000  0.2508000 -0.6567323 -0.0300202  0.0487947
  0.8125000  0.2508000 -0.6519678 -0.0174059  0.0417523
  0.8125000  0.2876000 -0.8729420 -0.0013499  0.0094972
  0.8000000  0.2876000 -0.8868973 -0.0032627  0.0129916
  0.8125000  0.3000000 -0.9144244 -0.0028664  0.0036924
  0.8000000  0.3000000 -0.9231508 -0.0026923  0.0045593
  0.7875000  0.2876000 -0.9083110 -0.0092959  0.0212180
  0.7875000  0.2753000 -0.8385088 -0.0249060  0.0447541
  0.7875000  0.3000000 -0.9355324 -0.0039534  0.0080312
  0.7750000  0.3000000 -0.9647457 -0.0069659  0.0176788
  0.7750000  0.2876000 -0.9468781 -0.0318050  0.0480633
  0.7750000  0.2752000 -0.8472781 -0.0656764  0.0702598
  0.7875000  0.2630000 -0.7474857 -0.0417785  0.0551413
  0.7750000  0.2630000 -0.7428862 -0.0826229  0.0643261
  0.7750000  0.2507000 -0.6508982 -0.0808487  0.0543799
  0.7875000  0.2508000 -0.6566702 -0.0510637  0.0550470
  0.7625000  0.2630000 -0.7298068 -0.1356420  0.0511033
  0.7625000  0.2507000 -0.6429590 -0.1104165  0.0402160
  0.7625000  0.2753000 -0.8301235 -0.1630378  0.0757020
  0.7500000  0.2752000 -0.8181858 -0.2384163  0.0075082
