nr.	X	Y	Z
90	-0.0017038025317	-0.7483487749865	49.9648757443781
91	0.0000000000000	0.0000000000012	50.0000000000000
92	0.0017075570773	0.7499978567132	50.0352016563873
93	0.0096611064947	1.7488647547251	50.0820855539481
94	0.0240493058944	2.7476596427332	50.1289694514073
95	0.0449035614471	3.7463404749262	50.1758533488670
96	0.0722417309860	4.7448648361779	50.2227372463614
97	0.1060122202748	5.7431923586372	50.2696211438880
98	0.1462711217087	6.7412792937719	50.3165050414792
99	0.1929851994068	7.7390849051606	50.3633889389788
100	0.2461262299977	8.7365689355926	50.4102728364326
101	0.3057738127962	9.7336850404159	50.4571567339042
102	0.3718446224177	10.7303960767719	50.5040406314100
103	0.4443592663172	11.7266590631831	50.5509245289339
104	0.5233499537223	12.7224295003724	50.5978084265212
105	0.6087541836876	13.7176703704551	50.6446923240160
106	0.7006167002512	14.7123359331014	50.6915762214635
107	0.7989187837606	15.7063857059646	50.7384601189475
108	0.9036226955425	16.6997816107516	50.7853440164608
109	1.0147978466425	17.6924741231245	50.8322279139839
110	1.1323754156830	18.6844286350172	50.8791118115697
111	1.2563567561780	19.6756031666940	50.9259957090530
112	1.3564270702107	20.4399713103729	50.9621736959466
113	1.5235948096557	21.6554353719204	51.0197635039926
114	1.6668143763772	22.6440133690995	51.0666474015193
115	1.8164417830475	23.6316417908631	51.1135312990376
116	1.9724290728755	24.6182857360378	51.1604151966157
117	2.0981314193213	25.3846524410573	51.1968656984846
118	2.3036021770269	26.5884318900329	51.2541829915287
119	2.4787165574182	27.5718612450914	51.3010668890364
120	2.6602370407555	28.5541283428786	51.3479507865834
121	2.8480821551006	29.5352055372056	51.3948346840958
122	3.0422760370554	30.5150458506856	51.4417185816570
123	3.2428276333841	31.4936046543428	51.4886024791309
124	3.4496788524144	32.4708512265833	51.5354863765676
125	3.6628773906114	33.4467327222873	51.5823702740848
126	3.8823834493007	34.4212148065471	51.6292541716448
127	4.1081632219097	35.3942625212074	51.6761380691545
128	4.3402874340229	36.3658162826961	51.7230219667004
129	4.5786662367719	37.3358543174729	51.7699058641627
130	4.8233126198717	38.3043306771471	51.8167897616076
131	5.0742496570175	39.2711961772620	51.8636736591391
132	5.3314105274003	40.2364249370657	51.9105575567037
133	5.5948323386886	41.1999638580115	51.9574414542090
134	5.8644886785551	42.1617765779610	52.0043253517394
135	6.1403354765624	43.1218322422514	52.0512092492005
136	6.4224324177222	44.0800700289388	52.0980931466481
137	6.7107049120934	45.0364680673518	52.1449770441838
138	7.0051486120394	45.9909842961419	52.1918609417646
139	7.3057995853819	46.9435635865110	52.2387448392630
140	7.6125811693153	47.8941861819716	52.2856287367751
141	7.8635771431400	48.6567181126842	52.3233051652552
142	8.2446017194844	49.7893645904494	52.3793965316914
143	8.5697753335609	50.7338540986439	52.4262804292328
144	8.9010895932180	51.6762071022729	52.4731643268153
145	9.2384841788697	52.6164002379815	52.5200482243101
146	9.5159952831439	53.3757766867076	52.5579954185961
147	9.9314940847974	54.4901366783548	52.6138160192645
148	10.2870726078611	55.4236044942353	52.6606999167343
149	10.6486880956365	56.3547503165682	52.7075838142732
150	11.0163417430194	57.2835285833288	52.7544677118581
151	11.3899715458564	58.2099189224965	52.8013516093547
152	11.7696151450277	59.1338610465658	52.8482355068355
153	12.1552259984967	60.0553286328974	52.8951194042994
154	12.5467649717358	60.9742930473867	52.9420033017760
155	12.9442920837591	61.8906830066831	52.9888871993041
156	13.3477151549334	62.8044926516983	53.0357710969001
157	13.7570397533708	63.7156741287939	53.0826549943977
158	14.1722787736170	64.6241755582884	53.1295388918617
159	14.5933616791205	65.5299831870774	53.1764227893327
160	15.0203160445143	66.4330381540799	53.2233066868237
161	15.4531093902739	67.3333093181752	53.2701905843422
162	15.8916940245585	68.2307734418655	53.3170744819389
163	16.3361183338213	69.1253601475812	53.3639583794409
164	16.7863038378103	70.0170614716555	53.4108422768917
165	17.2422390599077	70.9058366946557	53.4577261743656
166	17.7039493003244	71.7916255889738	53.5046100718753
167	18.1713566157618	72.6744215227840	53.5514939693904
168	18.6444784789779	73.5541680789280	53.5983778669810
169	19.1232946222368	74.4308284240739	53.6452617644804
170	19.5276991756661	75.1609830409502	53.6844364455665
171	20.0978772321544	76.1747721560585	53.7390295594068
172	20.5936175192629	77.0419744430731	53.7859134569290
173	21.0949417983320	77.9059607318904	53.8327973544427
174	21.6018864190963	78.7666613106350	53.8796812520276
175	22.0326444245703	79.4882512759323	53.9191251319181
176	22.6323857571202	80.4781584280961	53.9734490469559
177	23.1559395837756	81.3288579426545	54.0203329444489
178	23.6849629613571	82.1761669517045	54.0672168419900
179	24.2194835041121	83.0200188937442	54.1141007395019
180	24.7594504031016	83.8603961840172	54.1609846370709
181	25.3048202584836	84.6972773485366	54.2078685345564
182	25.8556390061211	85.5305822567349	54.2547524319931
183	26.4118143967811	86.3603214793977	54.3016363294977
184	26.9733445528465	87.1864462847978	54.3485202270480
185	27.5402331278998	88.0089033554990	54.3954041245596
186	28.1124087015384	88.8276911098817	54.4422880221181
187	28.6898881003309	89.6427468429308	54.4891719195933
188	29.2726327483383	90.4540463712828	54.5360558170309
189	29.8605917027145	91.2615750733486	54.5829397145445
190	30.4538013169101	92.0652545459557	54.6298236121103
191	31.0521828131035	92.8650906689871	54.6767075096181
192	31.6557184194428	93.6610448727326	54.7235914071619
193	32.2644215147354	94.4530542492700	54.7704753046252
194	32.8782140082357	95.2411259691099	54.8173592020693
195	33.4971034785587	96.0252013000703	54.8642430995977
196	34.1210635909514	96.8052474760434	54.9111269971701
197	34.7500363919242	97.5812574810352	54.9580108946715
198	35.3840472383047	98.3531568079726	55.0048947921982
199	35.9380661849082	99.0194753822391	55.0455662398791
200	36.6669521435960	99.8845962098565	55.0986625871105
201	37.3158369476123	100.6440347163060	55.1455464846417
202	37.9696009981109	101.3992769393810	55.1924303822267
203	38.6282426819664	102.1502692397240	55.2393142797248
204	39.2073597285851	102.8025583650560	55.2802548456298
205	39.9600451908354	103.6393809880520	55.3330820746935
206	40.6331567648625	104.3774318811880	55.3799659721532
207	41.3110268543022	105.1111146354140	55.4268498696864
208	41.9936102184327	105.8404145131040	55.4737337672771
209	42.6809378930842	106.5652448576620	55.5206176647729
210	43.3729208073615	107.2856321767030	55.5675015622644
211	44.0695484198253	108.0015290129470	55.6143854597247
212	44.7708142794549	108.7128829920530	55.6612693571968
213	45.4766482774893	109.4197044983740	55.7081532547258
214	46.1870569876246	110.1219279441410	55.7550371523176
215	46.9019978378227	110.8195365946160	55.8019210498169
216	47.6214180001827	111.5125250274780	55.8488049472925
217	48.3453394274360	112.2008099321900	55.8956888447596
218	49.0736849042685	112.8844115016410	55.9425727422410
219	49.8064310681735	113.5632939517070	55.9894566397583
220	50.5435802075681	114.2373929466180	56.0363405373524
221	51.2850569659361	114.9067287947720	56.0832244348612
222	52.0308584465200	115.5712424913590	56.1301083323235
223	52.7809520681406	116.2309074197210	56.1769922297915
224	53.5352797327775	116.8857265459960	56.2238761272877
225	54.2938541166528	117.5356213287740	56.2707600247999
226	55.0566100176663	118.1806032461080	56.3176439223948
227	55.8235113155261	118.8206506959500	56.3645278199033
228	56.5168223741870	119.3920696176230	56.4066948689567
229	57.3696972394602	120.0857439134870	56.4582956148244
230	58.1488917980225	120.7107672273330	56.5051795123397
231	58.9321272139757	121.3307192856190	56.5520634098512
232	59.7193405704270	121.9456123037730	56.5989473074413
233	60.4353260474793	122.4977620031830	56.6413845598302
234	61.3056557354281	123.1600074574860	56.6927151023841
235	62.1046555294132	123.7595053220880	56.7395989998659
236	62.9075496194540	124.3537775152850	56.7864828973960
237	63.7142556223067	124.9428646630420	56.8333667949063
238	64.5247553993998	125.5267211699220	56.8802506924858
239	65.3390328304099	126.1052974863220	56.9271345899815
240	66.1570205198132	126.6786162597280	56.9740184874184
241	66.9787134709261	127.2466118570240	57.0209023849107
242	67.8040666183181	127.8092755488290	57.0677862824545
243	68.6330276939408	128.3666101643760	57.1146701799636
244	69.4656042084634	128.9185292622710	57.1615540775319
245	70.3017229434883	129.4650671845510	57.2084379750207
246	71.1413547466994	130.0061926384080	57.2553218724555
247	71.9844900271903	130.5418429042430	57.3022057699548
248	72.8310586297843	131.0720502808080	57.3490896675162
249	73.6810480647267	131.5967561614090	57.3959735650246
250	74.5344212676676	132.1159405547140	57.4428574625767
251	75.3911214818463	132.6296165791550	57.4897413600561
252	76.2511473970447	133.1377049093490	57.5366252574943
253	77.1144362531798	133.6402291274700	57.5835091550035
254	77.9809494813073	134.1371729499830	57.6303930525764
255	78.8506825109122	134.6284598197650	57.6772769500832
256	79.7235625789609	135.1141332053130	57.7241608476207
257	80.5393310826814	135.5613886362980	57.7678189537902
258	81.4786742967910	136.0684570357970	57.8179286425331
259	82.3608159746549	136.5370980007990	57.8648125400531
260	83.2459861387904	136.9999933373190	57.9116964376353
261	84.1341309887033	137.4571551980050	57.9585803351380
262	84.9690607580938	137.8803303444970	58.0025142742352
263	85.9192017358655	138.3541910924970	58.0523481301232
264	86.8160521009555	138.7940293200510	58.0992320275748
265	87.7157288032580	139.2280571309470	58.1461159250987
266	88.6182073891042	139.6562284622000	58.1929998226883
267	89.5234258245855	140.0785764940850	58.2398837201895
268	90.4313677890902	140.4950374090160	58.2867676176908
269	91.3419867869621	140.9056117493960	58.3336515151556
270	92.2552318165732	141.3103114609260	58.3805354126177
271	93.1710954689808	141.7090496137360	58.4274193101400
272	94.0895116724297	142.1018726221200	58.4743032077331
273	95.0104467166622	142.4887536953090	58.5211871052380
274	95.9338797770491	142.8696338476260	58.5680710027288
275	96.8597472794737	143.2445573470580	58.6149549001721
276	97.7880267451316	143.6134686304460	58.6618387976630
277	98.4420251487549	143.8692275287850	58.6947983346200
278	99.1417945711398	144.1390844237340	58.7300000000000
279	99.8400249959902	144.4083478244800	58.7651242466267
 
